uid,bloco,fontes,citado_por_ambas,ref_ids,status,duplicata_de,inspire_id,autor_ref,primeiro_autor,n_autores,ano_ref,ano_inspire,data_inspire,arxiv,doi,journal,titulo,citacoes,citacoes_sem_auto,idade_anos,citacoes_por_ano,tipo_doc,raw
U0229,B12,AGOSTINI,NAO,A368,OK,,1467223,Golling,"Golling, T.",,2016,2016,2016-06-02,1606.00947,10.23731/CYRM-2017-003.441,,Physics at a 100 TeV pp collider: beyond the Standard Model phenomena,203,117,10,20.3,report,"Golling, T, et al. (2016), “Physics at a 100 TeV pp collider: beyond the Standard Model phenomena,” 10.23731/CYRM-2017-003.441, arXiv:1606.00947 [hep-ph]."
U0230,B12,AGOSTINI,NAO,A417,OK,,1411140,Hergert,"Hergert, H.",5,2016,2016,2015-12-21,,,"Phys.Rept.,621,165-222",The In-Medium Similarity Renormalization Group: A Novel Ab Initio Method for Nuclei,551,444,10,55.1,article,"Hergert, H, S. K. Bogner, T. D. Morris, A. Schwenk, and K. Tsukiyama (2016), “The In-Medium Similarity Renormalization Group: A Novel Ab Initio Method for Nuclei,” Phys. Rept. 621, 165-222."
U0231,B12,GONZALEZ-GARCIA,NAO,G054,OK,,1472086,K. Abe et al. (Super-Kamiokande),"Abe, K.",,2016,2016,2016-06-23,1606.07538,,"Phys.Rev.D,94,052010",Solar Neutrino Measurements in Super-Kamiokande-IV,506,396,10,50.6,article,"K. Abe et al. (Super-Kamiokande), Phys. Rev. D 94, 5, 052010 (2016), [arXiv:1606.07538]."
U0232,B12,AGOSTINI,NAO,A496,OK,,1471558,Lehnert,"Lehnert, B.",7,2016,2016,2016-06-21,1606.06616,,"J.Phys.G,43,115201",Double beta decays into excited states in 110Pd and 102Pd,7,5,10,0.7,article,"Lehnert, B, E. Andreotti, D. Degering, M. Hult, M. Laubenstein, T. Wester, and K. Zuber (2016), “Double beta decays into excited states in 110 Pd and 102 Pd,” J. Phys. G 43 (11), 115201, arXiv:1606.06616 [nucl-ex]."
U0233,B12,AGOSTINI,NAO,A507,OK,,1452550,Lindner,"Lindner, Manfred",3,2016,2016,2016-04-25,1604.07419,,"Phys.Lett.B,762,190-195",Dilepton bounds on left-right symmetry at the LHC run II and neutrinoless double beta decay,50,38,10,5.0,article,"Lindner, Manfred, Farinaldo S. Queiroz, and Werner Rodejohann (2016), “Dilepton bounds on left-right symmetry at the LHC run II and neutrinoless double beta decay,” Phys. Lett. B 762, 190-195, arXiv:1604.07419 [hep-ph]."
U0234,B12,GONZALEZ-GARCIA,NAO,G114,OK,,1397003,N. Abgrall et al. (NA61/SHINE),"Abgrall, N.",,2016,2016,2015-10-09,1510.02703,,"Eur.Phys.J.C,76,84","Measurements of pi+/-, K+/-, K0S, Lambda and proton production in proton-carbon interactions at 31 GeV/c with the NA61/SHINE spectrometer at the CERN SPS",166,76,10,16.6,article,"N. Abgrall et al. (NA61/SHINE), Eur. Phys. J. C 76, 2, 84 (2016), [arXiv:1510.02703]."
U0235,B12,GONZALEZ-GARCIA,NAO,G098,OK,,1417077,S. Adrian-Martinez et al. (KM3Net),"Adrian-Martinez, S.",,2016,2016,2016-01-27,1601.07459,,"J.Phys.G,43,084001",Letter of intent for KM3NeT 2.0,1438,962,10,143.8,article,"S. Adrian-Martinez et al. (KM3Net), J. Phys. G43, 8, 084001 (2016), [arXiv:1601.07459]."
U0263,B14,AGOSTINI,NAO,A726,OK,,1491942,Xu,"Xu, W.",2,2017,2016,2016-10-12,1610.03886,,"Astropart.Phys.,89,39",Solar Axion Search Technique with Correlated Signals from Multiple Detectors,13,10,10,1.3,article,"Xu, W, and S. R. Elliott (2017), “Solar Axion Search Technique with Correlated Signals from Multiple Detectors,” Astropart. Phys. 89, 39-50, arXiv:1610.03886 [hep-ex]. XUNDL, (2021), http://www.nndc.bnl.gov/ensdf/ensdf/ xundl.jsp."
U0264,B14,GONZALEZ-GARCIA,NAO,G150,OK,,1492322,Y. J. Ko et al. (NEOS),"Ko, Y.J.",,2017,2016,2016-10-17,1610.05134,,"Phys.Rev.Lett.,118,121802",Sterile Neutrino Search at the NEOS Experiment,462,428,10,46.2,article,"Y. J. Ko et al. (NEOS), Phys. Rev. Lett. 118, 12, 121802 (2017), [arXiv:1610.05134]."
U0265,B14,AGOSTINI,NAO,A740,OK,,1494068,Zhao,"Zhao, J.",4,2017,2016,2016-10-23,1610.07143,,"Chin.Phys.C,41,053001",Physics potential of searching for 0nubetabeta decays in JUNO,43,34,10,4.3,article,"Zhao, J, L.-J. Wen, Y.-F. Wang, and J. Cao (2017), “Physics potential of searching for 0νββ decays in JUNO,” Chin. Phys. C 41 (5), 053001, arXiv:1610.07143 [hep-ex]."
U0777,B39,AGOSTINI,NAO,A053;A054,OK,,1422684,Alanssari,"Alanssari, M.",,2016,2016,2016-02-17,,,"Phys. Rev. Lett. 116 (7), 072501","Single and Double Beta-Decay Q Values among the Triplet Zr96, Nb96, and Mo96",33,21,10,3.3,article,"Alanssari, M, et al. (2016a), “Single and Double Beta-Decay Q Values among the Triplet Zr96 , Nb96 , and Mo96,” Phys. Rev. Lett. 116 (7), 072501."
U0779,B39,AGOSTINI,NAO,A291,OK,,1466644,Egido,"Egido, J. L.",1,2016,2016,2016-06-01,,,"Phys. Scripta 91, 073003",State-of-the-art of beyond mean field theories with nuclear density functionals,77,68,10,7.7,article,"Egido, J L (2016), “State-of-the-art of beyond mean field theories with nuclear density functionals,” Phys. Scripta 91, 073003."
U0780,B39,AGOSTINI,NAO,A310,OK,,1469108,Entwisle,"Entwisle, J. P.",,2016,2016,2016-06-13,,,"Phys. Rev. C 93, 064312",Change of nuclear configurations in the neutrinoless double-β decay of ¹³⁰Te → ¹³⁰Xe and ¹³⁶Xe → ¹³⁶Ba,37,31,10,3.7,article,"Entwisle, J P, et al. (2016), “Change of nuclear configurations in the neutrinoless double-beta decay of 130Te 130Xe and 136Xe 136Ba,” Phys. Rev. C 93, 064312."
U0781,B40,AGOSTINI,NAO,A345,OK,,1468922,Fukuda,Fukuda,1,2016,2016,2016-06-09,,,"J. Phys. Conf. Ser. 718 (6), 062019",ZICOS - New project for neutrinoless double beta decay experiment using zirconium complex in liquid scintillator,15,11,10,1.5,conference paper,"Fukuda, Y (2016), “ZICOS - New project for neutrinoless double beta decay experiment using zirconium complex in liquid scintillator,” J. Phys. Conf. Ser. 718 (6), 062019."
U0782,B40,AGOSTINI,NAO,A396,OK,,1426945,Haaranen,Haaranen,3,2016,2016,2016-03-08,,,"Phys. Rev. C 93, 034308",Forbidden nonunique β decays and effective values of weak coupling constants,73,31,10,7.3,article,"Haaranen, M, P. C. Srivastava, and J. Suhonen (2016), “Forbidden nonunique β decays and effective values of weak coupling constants,” Phys. Rev. C 93, 034308."
U0783,B40,AGOSTINI,NAO,A397,OK,,1455907,Hagen,Hagen,3,2016,2016,2016-05-04,,,"Phys. Rev. Lett. 117, 172501",Structure of $^{78}$Ni from first principles computations,142,116,10,14.2,article,"Hagen, G, G. R. Jansen, and T. Papenbrock (2016), “Structure of 78 Ni from first principles computations,” Phys. Rev. Lett. 117, 172501."
U0786,B40,AGOSTINI,NAO,A443,OK,,1424288,Iwata,Iwata,7,2016,2016,2016-02-25,,,"Phys. Rev. Lett. 116 (11), 112502",Large-scale shell-model analysis of the neutrinoless ββ decay of ⁴⁸Ca,108,84,10,10.8,article,"Iwata, Y, N. Shimizu, T. Otsuka, Y. Utsuno, J. Menéndez, M. Honma, and T. Abe (2016), “Large-scale shell-model analysis of the neutrinoless ββ decay of 48 Ca,” Phys. Rev. Lett. 116 (11), 112502."
U0787,B40,AGOSTINI,NAO,A457,OK,,1474920,Kajita,Kajita,1,2016,2016,2016-07,,,"Rev. Mod. Phys. 88 (3), 030501",Nobel Lecture: Discovery of atmospheric neutrino oscillations,371,371,10,37.1,article,"Kajita, Takaaki (2016), “Nobel Lecture: Discovery of atmospheric neutrino oscillations,” Rev. Mod. Phys. 88 (3), 030501."
U0788,B40,AGOSTINI,NAO,A477,OK,,1488178,Kotila,Kotila,2,2016,2016,2016-09-21,,,"Phys. Rev. C 94, 034320",Occupation probabilities of single particle levels using the microscopic interacting boson model: Application to some nuclei of interest in neutrinoless double-β decay,25,18,10,2.5,article,"Kotila, J, and J. Barea (2016), “Occupation probabilities of single particle levels using the microscopic interacting boson model: Application to some nuclei of interest in neutrinoless double-β decay,” Phys. Rev. C 94, 034320."
U0789,B40,AGOSTINI,NAO,A527,OK,,1474933,McDonald,McDonald,1,2016,2016,2016-07,,,"Rev. Mod. Phys. 88 (3), 030502",Nobel Lecture: The Sudbury Neutrino Observatory: Observation of flavor change for solar neutrinos,345,345,10,34.5,article,"McDonald, Arthur B (2016), “Nobel Lecture: The Sudbury Neutrino Observatory: Observation of flavor change for solar neutrinos,” Rev. Mod. Phys. 88 (3), 030502."
U0790,B40,AGOSTINI,NAO,A530,NAO_ENCONTRADO,,,Meija,Meija,11,2016,,,,,"Pure and Applied Chemistry 88 (3), 293-306",Isotopic compositions of the elements 2013 (iupac technical report),,,10,,report,"Meija, Juris, Tyler B. Coplen, Michael Berglund, Willi A. Brand, Paul De Bièvre, Manfred Gröning, Norman E. Holden, Johanna Irrgeher, Robert D. Loss, Thomas Walczyk, and Thomas Prohaska (2016), “Isotopic compositions of the elements 2013 (iupac technical report),” Pure and Applied Chemistry 88 (3), 293-306."
U0791,B40,AGOSTINI,NAO,A572,OK,,1415643,Otsuka,Otsuka,2,2016,2016,2016-01-14,,,"J. Phys. G 43, 024009",The role of shell evolution in shape coexistence,124,79,10,12.4,article,"Otsuka, T, and Y. Tsunoda (2016), “The role of shell evolution in shape coexistence,” J. Phys. G 43, 024009."
U0792,B40,AGOSTINI,NAO,A631,OK,,1501733,Sagawa,Sagawa,2,2016,2016,2016-12-02,,,"Phys. Rev. C 94, 064325",Sum rule study for Double Gamow-Teller states,25,24,10,2.5,article,"Sagawa, H, and T. Uesaka (2016), “Sum rule study for Double Gamow-Teller states,” Phys. Rev. C 94, 064325."
U0794,B40,AGOSTINI,NAO,A666,OK,,1498342,Szwec,Szwec,,2016,2016,2016-11-15,,,"Phys. Rev. C 94, 054314",Rearrangement of valence neutrons in the neutrinoless double-β decay of ¹³⁶Xe,30,23,10,3.0,article,"Szwec, S V, et al. (2016), “Rearrangement of valence neutrons in the neutrinoless double-β decay of 136 Xe,” Phys. Rev. C 94, 054314."
U0799,B40,AGOSTINI,NAO,A306,OK,U0252,1493010,Engel,Engel,2,2017,2016,2016-10-20,,,"Rept. Prog. Phys. 80, 046301",Status and Future of Nuclear Matrix Elements for Neutrinoless Double-Beta Decay: A Review,643,598,10,64.3,review,"Engel, J, and J. Menéndez (2017), “Status and future of nuclear matrix elements for neutrinoless double-beta decay: a review,” Rep. Prog. Phys. 80, 046301."
U0801,B41,AGOSTINI,NAO,A381,OK,,1469458,Graesser,Graesser,1,2017,2016,2016-06-14,,,"JHEP 08, 099",An electroweak basis for neutrinoless double β decay,73,66,10,7.3,article,"Graesser, M L (2017), “An electroweak basis for neutrinoless double β decay,” JHEP 08, 099."
U0807,B41,AGOSTINI,NAO,A481,OK,,1491388,Krebs,Krebs,3,2017,2016,2016-10-11,,,"Annals Phys. 378, 317-395",Nuclear axial current operators to fourth order in chiral effective field theory,109,82,10,10.9,article,"Krebs, H, E. Epelbaum, and U. G. Meißner (2017), “Nuclear axial current operators to fourth order in chiral effective field theory,” Annals Phys. 378, 317-395."
U0815,B41,AGOSTINI,NAO,A657,OK,,1475310,Stroberg,Stroberg,7,2017,2016,2016-07-12,,,"Phys. Rev. Lett. 118, 032502",A nucleus-dependent valence-space approach to nuclear structure,308,170,10,30.8,article,"Stroberg, S R, A. Calci, H. Hergert, J. D. Holt, S. K. Bogner, R. Roth, and A. Schwenk (2017), “A nucleus-dependent valence-space approach to nuclear structure,” Phys. Rev. Lett. 118, 032502."
U0948,B49,AGOSTINI,NAO,A418,OK,,1471543,Hernández,"Hernández, P.",5,2016,2016,2016-06-21,1606.06719,,"JHEP 08, 157",Testable Baryogenesis in Seesaw Models,164,144,10,16.4,article,"Hernández, P, M. Kekic, J. López-Pavón, J. Racker, and J. Salvado (2016), “Testable Baryogenesis in Seesaw Models,” JHEP 08, 157, arXiv:1606.06719 [hep-ph]."
U0951,B49,AGOSTINI,NAO,A553,OK,,1415616,Navrátil,"Navrátil, P.",5,2016,2016,2016-01-14,,,"Phys.Scr. 91, 053002",Unified ab initio approaches to nuclear structure and reactions,238,200,10,23.8,article,"Navrátil, P, S. Quaglioni, G. Hupin, C. Romero-Redondo, and A. Calci (2016), “Unified ab initio approaches to nuclear structure and reactions,” Phys. Scripta 91, 053002."
U0236,B12,AGOSTINI,NAO,A013,OK,,1501729,Abgrall,"Abgrall, N.",,2017,2017,2016-12-02,1612.00886,,"Phys.Rev.Lett.,118,161801","New limits on Bosonic Dark Matter, Solar Axions, Pauli Exclusion Principle Violation, and Electron Decay from the Majorana Demonstrator",108,59,9,12.0,article,"Abgrall, N, et al. (Majorana) (2017), “New limits on Bosonic Dark Matter, Solar Axions, Pauli Exclusion Principle Violation, and Electron Decay from the Majorana Demonstrator,” Phys. Rev. Lett. 118 (16), 161801, arXiv:1612.00886 [nucl-ex]."
U0237,B12,AGOSTINI,NAO,A028,OK,,1598468,Agostini,"Agostini, M.",3,2017,2017,2017-05-08,1705.02996,,"Phys.Rev.D,96,053001",Discovery probability of next-generation neutrinoless double-β decay experiments,209,184,9,23.22,article,"Agostini, M, G. Benato, and J. Detwiler (2017), “Discovery probability of next-generation neutrinoless double- β decay experiments,” Phys.Rev.D 96 (5), 053001, arXiv:1705.02996 [hep-ex]."
U0238,B12,AGOSTINI,NAO,A058,OK,,1601928,Alduino,"Alduino, C.",,2017,2017,2017-05-30,1705.10816,,"Eur.Phys.J.C,77,532",CUORE Sensitivity to 0nu(beta)(beta) Decay,57,17,9,6.33,article,"Alduino, C, et al. (CUORE) (2017a), “CUORE sensitivity to 0νββ decay,” Eur. Phys. J. C 77 (8), 532, arXiv:1705.10816 [physics.ins-det]."
U0239,B12,AGOSTINI,NAO,A059,OK,,1485401,Alduino,"Alduino, C.",,2017,2017,2016-09-06,1609.01666,,"Eur.Phys.J.C,77,13",Measurement of the Two-Neutrino Double Beta Decay Half-life of 130Te with the CUORE-0 Experiment,136,54,9,15.11,article,"Alduino, C, et al. (CUORE) (2017b), “Measurement of the two-neutrino double-beta decay half-life of130 Te with the CUORE-0 experiment,” Eur. Phys. J. C77 (1), 13, arXiv:1609.01666 [nucl-ex]."
U0240,B12,AGOSTINI,NAO,A060,OK,,1597344,Alduino,"Alduino, C.",,2017,2017,2017-04-28,1704.08970,,"Eur.Phys.J.C,77,543",The projected background for the CUORE experiment,149,33,9,16.56,article,"Alduino, C, et al. (CUORE) (2017c), “The projected background for the CUORE experiment,” Eur. Phys. J. C 77 (8), 543, arXiv:1704.08970 [physics.ins-det]."
U0241,B13,AGOSTINI,NAO,A078,OK,,1514763,Aprile,"Aprile, E.",,2017,2017,2017-02-22,1702.06942,,"Eur.Phys.J.C,77,358",Online $^{222}$Rn removal by cryogenic distillation in the XENON100 experiment,69,17,9,7.67,article,"Aprile, E, et al. (XENON100) (2017), “Online222 Rn removal by cryogenic distillation in the XENON100 experiment,” Eur. Phys. J. C 77 (6), 358, arXiv:1702.06942 [physics.insdet]."
U0242,B13,AGOSTINI,NAO,A080,OK,,1495205,Archidiacono,"Archidiacono, M.",4,2017,2017,2016-10-31,1610.09852,,"JCAP,02,052",Physical effects involved in the measurements of neutrino masses with future cosmological data,126,98,9,14.0,article,"Archidiacono, M, T. Brinckmann, J. Lesgourgues, and V. Poulin (2017), “Physical effects involved in the measurements of neutrino masses with future cosmological data,” JCAP 02, 052, arXiv:1610.09852 [astro-ph.CO]."
U0243,B13,AGOSTINI,NAO,A102,OK,,1491409,Artusa,"Artusa, D.R.",,2017,2017,2016-10-10,1610.03513,,"Phys.Lett.B767,321",Enriched TeO$_2$ bolometers with active particle discrimination: towards the CUPID experiment,59,34,9,6.56,article,"Artusa, D R, et al. (2017), “Enriched TeO2 bolometers with active particle discrimination: towards the CUPID experiment,” Phys. Lett. B767, 321-329, arXiv:1610.03513 [physics.ins-det]."
U0244,B13,AGOSTINI,NAO,A200,OK,,1598226,Caldwell,"Caldwell, A.",4,2017,2017,2017-05-04,1705.01945,,"Phys.Rev.D,96,073001",Global Bayesian analysis of neutrino mass data,73,65,9,8.11,article,"Caldwell, A, A. Merle, O. Schulz, and M. Totzauer (2017), “Global Bayesian analysis of neutrino mass data,” Phys. Rev. D 96 (7), 073001, arXiv:1705.01945 [hep-ph]."
U0245,B13,AGOSTINI,NAO,A204,OK,,1490028,Caravaca,"Caravaca, J.",5,2017,2017,2016-10-06,1610.02011,,"Eur.Phys.J.C,77,811",Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,51,32,9,5.67,article,"Caravaca, J, F.B. Descamps, B.J. Land, M. Yeh, and G. D. Orebi Gann (2017), “Cherenkov and Scintillation Light Separation in Organic Liquid Scintillators,” Eur. Phys. J. C 77 (12), 811, arXiv:1610.02011 [physics.ins-det]."
U0246,B13,AGOSTINI,NAO,A216,OK,,1486389,Chavarria,"Chavarria, A.E.",4,2017,2017,2016-09-12,1609.03887,,"JINST,12,P03022",A high-resolution CMOS imaging detector for the search of neutrinoless double beta decay in $^{82}$Se,17,10,9,1.89,article,"Chavarria, A E, C. Galbiati, X. Li, and J. A. Rowlands (2017), “A high-resolution CMOS imaging detector for the search of neutrinoless double β decay in 82 Se,” JINST 12, P03022, arXiv:1609.03887 [physics.ins-det]."
U0247,B13,AGOSTINI,NAO,A217,OK,,1494812,Chen,"Chen, X.",,2017,2017,2016-10-27,1610.08883,,"Sci.China Phys.Mech.Astron.,60,061011",PandaX-III: Searching for Neutrinoless Double Beta Decay with High Pressure $^{136}$Xe Gas Time Projection Chambers,153,96,9,17.0,article,"Chen, X, et al. (2017), “PandaX-III: Searching for neutrinoless double beta decay with high pressure136 Xe gas time projection chambers,” Sci. China Phys. Mech. Astron. 60 (6), 061011, arXiv:1610.08883 [physics.ins-det]."
U0248,B13,AGOSTINI,NAO,A246,OK,,1514292,Dafinei,"Dafinei, I.",,2017,2017,2017-02-20,1702.05877,,"J.Cryst.Growth,475,158",Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,38,13,9,4.22,article,"Dafinei, I, et al. (2017), “Production of 82Se enriched Zinc Selenide (ZnSe) crystals for the study of neutrinoless double beta decay,” J. Cryst. Growth 475, 158-170, arXiv:1702.05877 [physics.ins-det]."
U0249,B13,AGOSTINI,NAO,A283,OK,,1488534,Drewes,"Drewes, Marco",4,2017,2017,2016-09-28,1609.09069,,"JHEP,08,018",Testing the low scale seesaw and leptogenesis,130,82,9,14.44,article,"Drewes, Marco, Bjorn Garbrecht, Dario Gueter, and Juraj Klaric (2017), “Testing the low scale seesaw and leptogenesis,” JHEP 08, 018, arXiv:1609.09069 [hep-ph]."
U0250,B13,AGOSTINI,NAO,A294,OK,,1518641,Ejiri,"Ejiri, H.",2,2017,2017,2017-03-20,1703.06915,,"Phys.Rev.C,95,055501","Solar neutrino interactions with the double beta decay nuclei of $^{82}$Se, $^{100}$Mo and $^{150}$Nd",20,15,9,2.22,article,"Ejiri, H, and S. R. Elliott (2017), “Solar neutrino interactions with the double beta decay nuclei of 82 Se, 100 Mo and 150 Nd,” Phys. Rev. C 95 (5), 055501, arXiv:1703.06915 [nucl-ex]."
U0251,B13,GONZALEZ-GARCIA,NAO,G142,OK,,1589439,F. P. An et al. (Daya Bay),"An, F.P.",,2017,2017,2017-04-04,1704.01082,,"Phys.Rev.Lett.,118,251801",Evolution of the Reactor Antineutrino Flux and Spectrum at Daya Bay,274,196,9,30.44,article,"F. P. An et al. (Daya Bay), Phys. Rev. Lett. 118, 25, 251801 (2017), [arXiv:1704.01082]."
U0252,B13,GONZALEZ-GARCIA,NAO,G237,OK,,1493010,J. Engel and J. Menendez,"Engel, J.",2,2017,2017,2016-10-20,1610.06548,,"Rept.Prog.Phys.,80,046301",Status and Future of Nuclear Matrix Elements for Neutrinoless Double-Beta Decay: A Review,643,598,9,71.44,review,"J. Engel and J. Menendez, Rept. Prog. Phys. 80, 4, 046301 (2017), [arXiv:1610.06548]."
U0253,B13,GONZALEZ-GARCIA,NAO,G077,OK,,1502873,J. Evans et al.,"Evans, J.",,2017,2017,2016-12-09,1612.03219,,"Phys.Rev.D,95,023012",Uncertainties in Atmospheric Muon-Neutrino Fluxes Arising from Cosmic-Ray Primaries,36,32,9,4.0,article,"J. Evans et al., Phys. Rev. D95, 2, 023012 (2017), [arXiv:1612.03219]."
U0254,B13,AGOSTINI,NAO,A500,OK,,1520900,Leonard,"Leonard, D.S.",,2017,2017,2017-03-31,1703.10799,,"Nucl.Instrum.Meth.A,871,169",Trace radioactive impurities in final construction materials for EXO-200,37,19,9,4.11,article,"Leonard, D S, et al. (2017), “Trace radioactive impurities in final construction materials for EXO-200,” Nucl. Instrum. Meth. A 871, 169-179, arXiv:1703.10799 [physics.ins-det]."
U0255,B13,GONZALEZ-GARCIA,NAO,G055,OK,,1500944,N. Vinyoles et al.,"Vinyoles, N.",,2017,2017,2016-11-29,1611.09867,,"Astrophys.J.,835,202",A new Generation of Standard Solar Models,438,394,9,48.67,article,"N. Vinyoles et al., Astrophys. J. 835, 2, 202 (2017), [arXiv:1611.09867]."
U0256,B13,GONZALEZ-GARCIA,NAO,G125,OK,,1516801,P. Adamson et al. (NOvA),"Adamson, P.",,2017,2017,2017-03-09,1703.03328,,"Phys.Rev.Lett.,118,231801",Constraints on Oscillation Parameters from $\nu_e$ Appearance and $\nu_\mu$ Disappearance in NOvA,269,216,9,29.89,article,"P. Adamson et al. (NOvA), Phys. Rev. Lett. 118, 23, 231801 (2017), [arXiv:1703.03328]."
U0257,B13,AGOSTINI,NAO,A590,OK,,1634012,Poda,"Poda, Denys",2,2017,2017,2017-10-30,1711.01075,,"Int.J.Mod.Phys.A,32,1743012",Low background techniques in bolometers for double-beta decay search,58,31,9,6.44,article,"Poda, Denys, and Andrea Giuliani (2017), “Low background techniques in bolometers for double-beta decay search,” Int. J. Mod. Phys. A 32 (30), 1743012, arXiv:1711.01075 [physics.ins-det]."
U0258,B13,GONZALEZ-GARCIA,NAO,G207,OK,,1504945,R. Acciarri et al. (MicroBooNE),"Acciarri, R.",,2017,2017,2016-12-17,1612.05824,,"JINST,12,P02017",Design and Construction of the MicroBooNE Detector,631,271,9,70.11,article,"R. Acciarri et al. (MicroBooNE), JINST 12, 02, P02017 (2017), [arXiv:1612.05824]."
U0259,B13,GONZALEZ-GARCIA,NAO,G100,OK,,1373310,S. Ahmed et al. (ICAL),"Ahmed, S.",,2017,2017,2015-05-27,1505.07380,,"Pramana,88,79",Physics Potential of the ICAL detector at the India-based Neutrino Observatory (INO),318,97,9,35.33,article,"S. Ahmed et al. (ICAL), Pramana 88, 5, 79 (2017), [arXiv:1505.07380]."
U0260,B13,GONZALEZ-GARCIA,NAO,G223,OK,,1515697,S. Gariazzo et al.,"Gariazzo, S.",,2017,2017,2017-03-02,1703.00860,,"JHEP,06,135",Updated Global 3+1 Analysis of Short-BaseLine Neutrino Oscillations,306,273,9,34.0,article,"S. Gariazzo et al., JHEP 06, 135 (2017), [arXiv:1703.00860]."
U0261,B14,AGOSTINI,NAO,A667,OK,,1519192,Takahisa,"Takahisa, K.",9,2017,2017,2017-03-23,1703.08264,,"Phys.Rev.C,96,034327","Double charge exchange (11B,11Li) reaction for double beta decay response",29,24,9,3.22,article,"Takahisa, K, H. Ejiri, H. Akimune, H. Fujita, R. Matumiya, T. Ohta, T. Shima, M. Tanaka, and M. Yosoi (2017), “Double charge exchange (11 B,11 Li) reaction for double beta decay response,” arXiv:1703.08264."
U0262,B14,AGOSTINI,NAO,A709,OK,,1516198,Wang,"Wang, L.",,2017,2017,2017-03-06,1703.01877,,"Sci.China Phys.Mech.Astron.,60,071011",First results on 76Ge neutrinoless double beta decay from CDEX-1 experiment,26,10,9,2.89,article,"Wang, Li, et al. (CDEX) (2017), “First results on 76 Ge neutrinoless double beta decay from CDEX-1 experiment,” Sci. China Phys. Mech. Astron. 60 (7), 071011, arXiv:1703.01877 [hep-ex]."
U0268,B14,AGOSTINI,NAO,A035,OK,,1634658,Agostini,"Agostini, M.",,2018,2017,2017-11-04,1711.01452,,"Eur.Phys.J.C,78,388",Upgrade for Phase II of the GERDA Experiment,118,44,9,13.11,article,"Agostini, M, et al. (GERDA) (2018b), “Upgrade for Phase II of the Gerda experiment,” Eur. Phys. J. C78 (5), 388, arXiv:1711.01452 [physics.ins-det]."
U0269,B14,AGOSTINI,NAO,A057,OK,,1631977,Albert,"Albert, J.B.",,2018,2017,2017-10-20,1710.07670,,"Phys.Rev.D,97,072007",Search for nucleon decays with EXO-200,23,17,9,2.56,article,"Albert, J B, et al. (EXO-200) (2018), “Search for nucleon decays with EXO-200,” Phys. Rev. D 97 (7), 072007, arXiv:1710.07670 [hep-ex]."
U0270,B14,AGOSTINI,NAO,A061,OK,,1631986,Alduino,"Alduino, C.",,2018,2017,2017-10-22,1710.07988,,"Phys.Rev.Lett.,120,132501",First Results from CUORE: A Search for Lepton Number Violation via 0nubetabeta Decay of 130Te,393,278,9,43.67,article,"Alduino, C, et al. (CUORE) (2018), “First Results from CUORE: A Search for Lepton Number Violation via 0νββ Decay of 130 Te,” Phys. Rev. Lett. 120 (13), 132501, arXiv:1710.07988 [nucl-ex]."
U0273,B14,AGOSTINI,NAO,A156,OK,,1637417,Benato,"Benato, G.",,2018,2017,2017-11-21,1711.07936,,"JINST,13,P01010",Radon mitigation during the installation of the CUORE 0nubetabeta decay detector,27,12,9,3.0,article,"Benato, G, et al. (2018), “Radon mitigation during the installation of the CUORE 0νββ decay detector,” JINST 13 (01), P01010, arXiv:1711.07936 [physics.ins-det]."
U0276,B14,AGOSTINI,NAO,A264,OK,,1631362,Dell’Oro,"Dell'Oro, S.",3,2018,2017,2017-07-18,1710.06732,,,Testing creation of matter with neutrinoless double beta decay,4,2,9,0.44,proceedings,"Dell’Oro, S, S. Marcocci, and F. Vissani (2018b), “Testing creation of matter with neutrinoless double beta decay,” in Testing creation of matter with neutrinoless double beta decay, Vol. NEUTEL2017 (SISSA) p. 030, arXiv:1710.06732 [hep-ph]."
U0281,B15,AGOSTINI,NAO,A391,OK,,1644826,Guiseppe,"Guiseppe, V.E.",4,2018,2017,2017-12-21,1712.08167,,"AIP Conf.Proc.,1921,070003",A Review and Outlook for the Removal of Radon-Generated Po-210 Surface Contamination,9,9,9,1.0,conference paper,"Guiseppe, V E, C. D. Christofferson, K. R. Hair, and F. M. Adams (2018), “A Review and Outlook for the Removal of Radon-Generated Po-210 Surface Contamination,” AIP Conf. Proc. 1921 (1), 070003, arXiv:1712.08167 [physics.ins-det]."
U0286,B15,GONZALEZ-GARCIA,NAO,G094,OK,,1632446,K. Abe et al. (Super-Kamiokande),"Abe, K.",,2018,2017,2017-10-25,1710.09126,,"Phys.Rev.,D97,072001",Atmospheric neutrino oscillation analysis with external constraints in Super-Kamiokande I-IV,397,311,9,44.11,article,"K. Abe et al. (Super-Kamiokande), Phys. Rev. D97, 7, 072001 (2018), [arXiv:1710.09126]."
U0287,B15,AGOSTINI,NAO,A489,OK,,1644084,Lattanzi,"Lattanzi, M.",2,2018,2017,2017-12-19,1712.07109,,"Front.in Phys.,5,70",Status of neutrino properties and future prospects - Cosmological and astrophysical constraints,206,193,9,22.89,article,"Lattanzi, M, and M. Gerbino (2018), “Status of neutrino properties and future prospects - Cosmological and astrophysical constraints,” Front. in Phys. 5, 70, arXiv:1712.07109 [astro-ph.CO]."
