uid,bloco,fontes,citado_por_ambas,ref_ids,status,duplicata_de,inspire_id,autor_ref,primeiro_autor,n_autores,ano_ref,ano_inspire,data_inspire,arxiv,doi,journal,titulo,citacoes,citacoes_sem_auto,idade_anos,citacoes_por_ano,tipo_doc,raw
U0329,B17,AGOSTINI,NAO,A612,OK,,1737564,Renner,Renner,,2019,2019,2019-05-30,1905.13110,,"JHEP,10,230",Energy calibration of the NEXT-White detector with 1% resolution near Qββ of 136Xe,50,9,7,7.14,article,"Renner, J, et al. (NEXT) (2019), “Energy calibration of the NEXT-White detector with 1% resolution near Qββ of136 Xe,” JHEP 10, 230, arXiv:1905.13110 [physics.insdet]."
U0330,B17,AGOSTINI,NAO,A618,OK,,1743852,Roca-Maza,Roca-Maza,3,2019,2019,2019-07-15,1907.06368,,,Double charge-exchange phonon states,11,9,7,1.57,article,"Roca-Maza, X, H. Sagawa, and G. Colo’ (2019), “Double charge-exchange phonon states,” arXiv:1907.06368."
U0333,B17,GONZALEZ-GARCIA,NAO,G250,OK,,1726391,V. Alenkov et al. (AMoRE),V. Alenkov,,2019,2019,2019-03-22,1903.09483,,"Eur.Phys.J.C,79,791",First Results from the AMoRE-Pilot neutrinoless double beta decay experiment,136,65,7,19.43,article,"V. Alenkov et al. (AMoRE), Eur. Phys. J. C79, 9, 791 (2019), [arXiv:1903.09483]."
U0336,B17,AGOSTINI,NAO,A037,OK,,1752720,Agostini,Agostini,,2020,2019,2019-09-05,1909.02522,,"JHEP,03,139",Modeling of GERDA Phase II data,42,15,7,6.0,article,"Agostini, M, et al. (GERDA) (2020c), “Modeling of GERDA Phase II data,” JHEP 03, 139, arXiv:1909.02522 [nucl-ex]."
U0339,B17,AGOSTINI,NAO,A076,OK,,1748779,Anton,Anton,,2020,2019,2019-08-12,1908.04128,,"Phys.Rev.C,101,065501",Measurement of the scintillation and ionization response of liquid xenon at MeV energies in the EXO-200 experiment,60,39,7,8.57,article,"Anton, G, et al. (EXO-200) (2020), “Measurement of the scintillation and ionization response of liquid xenon at MeV energies in the EXO-200 experiment,” Phys. Rev. C 101 (6), 065501, arXiv:1908.04128 [physics.ins-det]."
U0341,B18,AGOSTINI,NAO,A087,OK,,1770924,Armengaud,Armengaud,,2020,2019,2019-12-16,1912.07272,,"Eur.Phys.J.C 80 (2020) 7, 674",Precise measurement of $2\nu\beta\beta$ decay of $^{100}$Mo with the CUPID-Mo detection technology,62,24,7,8.86,article,"Armengaud, E, et al. (2020a), “Precise measurement of 2νββ decay of 100 Mo with the CUPID-Mo detection technology,” Eur. Phys. J. C 80 (7), 674, arXiv:1912.07272 [nucl-ex]."
U0342,B18,AGOSTINI,NAO,A088,OK,,1752922,Armengaud,Armengaud,,2020,2019,2019-09-06,1909.02994,,"Eur.Phys.J.C 80 (2020) 1, 44",The CUPID-Mo experiment for neutrinoless double-beta decay: performance and prospects,117,52,7,16.71,article,"Armengaud, E, et al. (2020b), “The CUPID-Mo experiment for neutrinoless double-beta decay: performance and prospects,” Eur. Phys. J. C 80 (1), 44, arXiv:1909.02994 [physics.ins-det]."
U0344,B18,AGOSTINI,NAO,A104,OK,,1764050,Askins,Askins,,2020,2019,2019-11-08,1911.03501,,"Eur.Phys.J.C 80 (2020) 5, 416",THEIA: an advanced optical neutrino detector,214,133,7,30.57,article,"Askins, M, et al. (Theia) (2020), “THEIA: an advanced optical neutrino detector,” Eur. Phys. J. C 80 (5), 416, arXiv:1911.03501 [physics.ins-det]."
U0346,B18,AGOSTINI,NAO,A129,OK,,1741216,Bandac,Bandac,,2020,2019,2019-06-24,1906.10233,,JHEP 01 (2020) 018,The $0\nu2\beta$-decay CROSS experiment: preliminary results and prospects,42,17,7,6.0,article,"Bandac, I C, et al. (CROSS) (2020), “The 0ν2β-decay CROSS experiment: preliminary results and prospects,” JHEP 01, 018, [JHEP20,018(2020)], arXiv:1906.10233 [nucl-ex]."
U0348,B18,AGOSTINI,NAO,A180,OK,,1768962,Bolton,Bolton,3,2020,2019,2019-12-06,1912.03058,,JHEP 03 (2020) 170,Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,256,216,7,36.57,article,"Bolton, Patrick D, Frank F. Deppisch, and P. S. Bhupal Dev (2020), “Neutrinoless double beta decay versus other probes of heavy sterile neutrinos,” JHEP 03, 170, arXiv:1912.03058 [hep-ph]."
U0352,B18,AGOSTINI,NAO,A286,OK,,1751567,Dror,Dror,3,2020,2019,2019-08-28,1908.10861,,JHEP 02 (2020) 134,Absorption of Fermionic Dark Matter by Nuclear Targets,91,84,7,13.0,article,"Dror, J A, G. Elor, and R. Mcgehee (2020), “Absorption of Fermionic Dark Matter by Nuclear Targets,” JHEP 02, 134, arXiv:1908.10861 [hep-ph]."
U0354,B18,AGOSTINI,NAO,A350,OK,,1724463,Galan,Galan,,2020,2019,2019-03-10,1903.03979,,"J.Phys.G 47 (2020) 4, 045108",Topological background discrimination in the PandaX-III neutrinoless double beta decay experiment,27,12,7,3.86,article,"Galan, J, et al. (2020), “Topological background discrimination in the PandaX-III neutrinoless double beta decay experiment,” J. Phys. G 47 (4), 045108, arXiv:1903.03979 [physics.ins-det]."
U0355,B18,GONZALEZ-GARCIA,NAO,G163,OK,,1770821,H. Almazán et al. (STEREO),H. Almazán et al. (STEREO),,2020,2019,2019-12-13,1912.06582,,"Phys.Rev.D 102 (2020) 5, 052002",Improved sterile neutrino constraints from the STEREO experiment with 179 days of reactor-on data,175,144,7,25.0,article,"H. Almazán et al. (STEREO), Phys. Rev. D 102, 5, 052002 (2020), [arXiv:1912.06582]."
U0356,B18,GONZALEZ-GARCIA,NAO,G149,OK,,1717203,H. de Kerret et al. (Double Chooz),H. de Kerret et al. (Double Chooz),,2020,2019,2019-01-27,1901.09445,,"Nature Phys. 16 (2020) 5, 558",First Double Chooz $\theta_{13}$ Measurement via Total Neutron Capture Detection,260,190,7,37.14,article,"H. de Kerret et al. (Double Chooz), Nature Phys. 16, 5, 558 (2020), [arXiv:1901.09445]."
U0357,B18,AGOSTINI,NAO,A415,OK,,1753787,Helset,Helset,2,2020,2019,2019-09-12,1909.05853,,Phys.Lett.B 800 (2020) 135132,"Baryon Number, Lepton Number, and Operator Dimension in the SMEFT with Flavor Symmetries",45,44,7,6.43,article,"Helset, A, and A. Kobach (2020), “Baryon number, lepton number, and operator dimension in the smeft with flavor symmetries,” Phys.Lett.B 800, 135132, arXiv:1909.05853 [hep-ph]."
U0363,B19,AGOSTINI,NAO,A569,OK,,1755255,Obara,Obara,,2020,2019,2019-09-20,1909.09343,,"Nucl.Instrum.Meth.A 958, 162803",AXEL: High-pressure Xe gas TPC for BG-free 0nu2beta decay search,9,9,7,1.29,article,"Obara, S, et al. (2020), “AXEL: High-pressure Xe gas TPC for BG-free 0ν2β decay search,” Nucl. Instrum. Meth. A 958, 162803, arXiv:1909.09343 [physics.ins-det]."
U0365,B19,AGOSTINI,NAO,A575,OK,,1766235,Palanque-Delabrouille,Palanque-Delabrouille,,2020,2019,2019-11-20,1911.09073,,"JCAP 04, 038","Hints, neutrino bounds, and WDM constraints from SDSS DR14 Lyman-alpha and Planck full-survey data",299,263,7,42.71,article,"Palanque-Delabrouille, N, C. Yèche, N. Schöneberg, J. Lesgourgues, M. Walther, S. Chabanier, and E. Armengaud (2020), “Hints, neutrino bounds and WDM constraints from SDSS DR14 Lyman-α and Planck full-survey data,” JCAP 04, 038, arXiv:1911.09073 [astro-ph.CO]."
U0368,B19,AGOSTINI,NAO,A728,OK,,1749709,Yao,Yao,,2020,2019,2019-08-15,1908.05424,,"Phys.Rev.Lett. 124, 232501",Ab Initio Treatment of Collective Correlations and the Neutrinoless Double Beta Decay of 48Ca,194,144,7,27.71,article,"Yao, J M, B. Bally, J. Engel, R. Wirth, T. R. Rodrı́guez, and H. Hergert (2020), “AbInitio Treatment of Collective Correlations and the Neutrinoless Double Beta Decay of Ca,” Phys. Rev. Lett. 124, 232501, arXiv:1908.05424."
U0847,B43,AGOSTINI,NAO,A079,OK,,1731038,Aprile,"Aprile, E",,2019,2019,2019-04-24,,,"Nature 568, 532-535",Observation of two-neutrino double electron capture in 124Xe with XENON1T,181,128,7,25.86,article,"Aprile, E, et al. (XENON) (2019), “Observation of two-neutrino double electron capture in 124 Xe with XENON1T,” Nature 568, 532-535."
U0848,B43,AGOSTINI,NAO,A099,OK,,1725721,Arnold,"Arnold, R",,2019,2019,2019-03-19,,,"Eur. Phys. J. C 79, 440",Detailed studies of 100Mo two-neutrino double beta decay in NEMO-3,82,54,7,11.71,article,"Arnold, R, et al. (NEMO-3) (2019), “Detailed studies of Mo two-neutrino double beta decay in NEMO-3,” Eur. Phys. J. C 79, 440."
U0849,B43,AGOSTINI,NAO,A114,OK,,1753091,Ayangeakaa,"Ayangeakaa, A D",,2019,2019,2019-09-07,1909.03270,,"Phys. Rev. Lett. 123, 102501",Evidence for Rigid Triaxial Deformation in 76Ge from a Model-Independent Analysis,61,52,7,8.71,article,"Ayangeakaa, A D, et al. (2019), “Evidence for Rigid Triaxial Deformation in 76 Ge from a Model-Independent Analysis,” Phys. Rev. Lett. 123, 102501, 1909.03270."
U0850,B43,AGOSTINI,NAO,A188,OK,,1743930,Brofferio,"Brofferio, Chiara",3,2019,2019,2019-05-17,,,"Front. in Phys. 7, 86",Neutrinoless Double Beta Decay Experiments With TeO2 Low-Temperature Detectors,18,13,7,2.57,article,"Brofferio, Chiara, Oliviero Cremonesi, and Stefano Dell’Oro (2019), “Neutrinoless Double Beta Decay Experiments With TeO2 Low-Temperature Detectors,” Front. in Phys. 7, 86."
U0851,B43,AGOSTINI,NAO,A221,OK,,1746510,Cirigliano,"Cirigliano, V",9,2019,2019,2019-07-25,,,"Phys. Rev. C 100, 055504",Renormalized approach to neutrinoless double-β decay,139,92,7,19.86,article,"Cirigliano, V, W. Dekens, J. De Vries, M. L. Graesser, E. Mereghetti, S. Pastore, M. Piarulli, U. Van Kolck, and R. B. Wiringa (2019), “A renormalized approach to neutrinoless double-beta decay,” Phys. Rev. C 100, 055504."
U0853,B43,AGOSTINI,NAO,A295,OK,,1726223,Ejiri,"Ejiri, H",3,2019,2019,2019-03-23,,,"Phys. Rept. 797, 1-102","Neutrino-nuclear responses for astro-neutrinos, single beta decays and double beta decays",227,121,7,32.43,article,"Ejiri, H, J. Suhonen, and K. Zuber (2019), “Neutrino-nuclear responses for astro-neutrinos, single beta decays and double beta decays,” Phys. Rept. 797, 1-102."
U0854,B43,AGOSTINI,NAO,A354,OK,,1713508,Gando,"Gando, A",,2019,2019,2019-01-12,,,"Phys. Rev. Lett. 122, 192501",Precision measurement of the 136Xe two-neutrino ββ spectrum in KamLAND-Zen and its impact on the quenching of nuclear matrix elements,97,66,7,13.86,article,"Gando, A, et al. (KamLAND-Zen) (2019), “Precision measurement of the 136 Xe two-neutrino ββ spectrum in KamLAND-Zen and its impact on the quenching of nuclear matrix elements,” Phys. Rev. Lett. 122, 192501."
U0855,B43,AGOSTINI,NAO,A393,OK,,1722854,Gysbers,"Gysbers, P",,2019,2019,2019-02-28,,,"Nature Phys. 15, 428-431",Discrepancy between experimental and theoretical β-decay rates resolved from first principles,383,300,7,54.71,article,"Gysbers, P, et al. (2019), “Discrepancy between experimental and theoretical β-decay rates resolved from first principles,” Nature Phys. 15, 428-431."
U0856,B43,AGOSTINI,NAO,A416,OK,,1734623,Henderson,"Henderson, J",,2019,2019,2019-05-13,,,"Phys. Rev. C 99, 054313",Triaxiality in selenium-76,32,24,7,4.57,article,"Henderson, J, et al. (2019), “Triaxiality in selenium-76,” Phys. Rev. C 99, 054313."
U0859,B43,AGOSTINI,NAO,A446,OK,,1748159,Jiao,"Jiao, C",2,2019,2019,2019-08-05,,,"Phys. Rev. C 100, 031303","Union of rotational and vibrational modes in generator-coordinate-type calculations, with application to neutrinoless double-β decay",17,13,7,2.43,article,"Jiao, C, and C. W. Johnson (2019), “The marriage of rotational and vibrational modes in generator-coordinate-type calculations, with application to neutrinoless double-beta decay,” Phys. Rev. C 100, 031303."
U0860,B43,AGOSTINI,NAO,A451,OK,,1747851,Jokiniemi,"Jokiniemi, L",2,2019,2019,2019-08-01,,,"Phys. Rev. C 100, 014619",Muon-capture strength functions in intermediate nuclei of 0νββ decays,37,22,7,5.29,article,"Jokiniemi, L, and J. Suhonen (2019), “Muon-capture strength functions in intermediate nuclei of 0νββ decays,” Phys. Rev. C 100, 014619."
U0861,B44,AGOSTINI,NAO,A452,OK,,1738797,Jokiniemi,Jokiniemi,4,2019,2019,2019-07-10,,,Phys.Lett.B 794 (2019) 143-147,Pinning down the strength function for ordinary muon capture on 100 Mo,34,10,7,4.86,article,"Jokiniemi, L, J. Suhonen, H. Ejiri, and I. H. Hashim (2019), “Pinning down the strength function for ordinary muon capture on 100 Mo,” Phys. Lett. B 794, 143-147."
U0862,B44,AGOSTINI,NAO,A498,OK,,1762750,Lenske,Lenske,4,2019,2019,2019-11,,,Prog.Part.Nucl.Phys. 109 (2019) 103716,Heavy ion charge exchange reactions as probes for nuclear β-decay,102,35,7,14.57,article,"Lenske, H, F. Cappuzzello, M. Cavallaro, and M. Colonna (2019), “Heavy ion charge exchange reactions as probes for nuclear β-decay,” Prog. Part. Nucl. Phys. 109, 103716."
U0863,B44,AGOSTINI,NAO,A556,OK,,1716444,Neufcourt,Neufcourt,5,2019,2019,2019-01-22,,,Phys.Rev.Lett. 122 (2019) 062502,Neutron drip line in the Ca region from Bayesian model averaging,149,131,7,21.29,article,"Neufcourt, L, Y. Cao, W. Nazarewicz, E. Olsen, and F. Viens (2019), “Neutron drip line in the Ca region from Bayesian model averaging,” Phys. Rev. Lett. 122, 062502."
U0864,B44,AGOSTINI,NAO,A617,OK,,1681413,Robledo,Robledo,3,2019,2019,2018-07-06,,,J.Phys.G 46 (2019) 013001,Mean field and beyond description of nuclear structure with the Gogny force: A review,217,160,7,31.0,article,"Robledo, L M, T. R. Rodrı́guez, and R. R. Rodrı́guez- Guzmán (2019), “Mean field and beyond description of nuclear structure with the Gogny force: A review,” J. Phys. G 46, 013001."
U0865,B44,AGOSTINI,NAO,A643,OK,,1750837,Sharp,Sharp,10,2019,2019,2019-08-22,1910.12093,,Phys.Rev.C 100 (2019) 024329,Pairing properties of the double-β emitter 116Cd,5,4,7,0.71,article,"Sharp, D K, S. J. Freeman, B. D. Cropper, P. J. Davies, T. Faestermann, T. M. Hatfield, R. Hertenberger, S. J. F. Hughes, P. T. Macgregor, and H. F Wirth (2019), “Pairing properties of the double-β emitter 116 Cd,” Phys. Rev. C 100, 024329, 1910.12093."
U0866,B44,AGOSTINI,NAO,A656,OK,,1720559,Stroberg,Stroberg,4,2019,2019,2019-02-16,,,Ann.Rev.Nucl.Part.Sci. 69 (2019) 307-362,Nonempirical Interactions for the Nuclear Shell Model: An Update,296,204,7,42.29,article,"Stroberg, S R, S. K. Bogner, H. Hergert, and J. D. Holt (2019), “Non-Empirical Interactions for the Nuclear Shell Model: An Update,” Ann. Rev. Nucl. Part. Sci. 69, 307- 362."
U0867,B44,AGOSTINI,NAO,A670,OK,,1733185,Taniuchi,Taniuchi,,2019,2019,2019-05-01,,,Nature 568 (2019) 53,$^{78}$Ni revealed as a doubly magic stronghold against nuclear deformation,183,94,7,26.14,article,"Taniuchi, R, et al. (2019), “78Ni revealed as a doubly magic stronghold against nuclear deformation,” Nature 568, 53."
U0868,B44,AGOSTINI,NAO,A674,OK,,1714006,Terasaki,Terasaki,2,2019,2019,2019-01-16,,10.1016/j.apradiso.2004.03.039,Phys.Rev.C 100 (2019) 034325,Isoscalar pairing interaction for the quasiparticle random-phase approximation approach to double-β and β decays,18,13,7,2.57,article,"Terasaki, J, and Y. Iwata (2019), “Effective axial-vector current coupling and isoscalar pairing interaction for quasiparticle random-phase approximation approach to double- β and β decays,” Phys. Rev. C 100, 034325."
U0869,B44,AGOSTINI,NAO,A710,OK,,1740102,Wang,Wang,7,2019,2019,2019-06-16,,,Phys.Lett.B 798 (2019) 134974,Comparison between Variational Monte Carlo and Shell Model Calculations of Neutrinoless Double Beta Decay Matrix Elements in Light Nuclei,32,21,7,4.57,article,"Wang, X B, A. C. Hayes, J. Carlson, G. X. Dong, E. Mereghetti, S. Pastore, and R. B. Wiringa (2019), “Comparison between Variational Monte Carlo and Shell Model Calculations of Neutrinoless Double Beta Decay Matrix Elements in Light Nuclei,” Phys. Lett. B 798, 134974."
U0882,B45,AGOSTINI,NAO,A476,OK,,1750456,Kostensalo,Kostensalo,2,2020,2019,2019-08-21,,,"Phys. Lett. B 802, 135192",Consistent large-scale shell-model analysis of the two-neutrino ββ and single β branchings in 48Ca and 96Zr,25,23,7,3.57,article,"Kostensalo, J, and J. Suhonen (2020), “Consistent large-scale shell-model analysis of the two-neutrino ββ and single β branchings in 48 Ca and 96 Zr,” Phys. Lett. B 802, 135192."
U0894,B45,AGOSTINI,NAO,A245,OK,,1742779,Cruz-Torres,Cruz-Torres,,2021,2019,2019-07-08,,,"Nature Phys. 17(3), 306-310 (2021)",Many-body factorization and position-momentum equivalence of nuclear short-range correlations,104,62,7,14.86,article,"Cruz-Torres, R, et al. (2021), “Many-body factorization and position-momentum equivalence of nuclear short-range correlations,” Nature Phys. 17, 306-310."
U0334,B17,AGOSTINI,NAO,A026,OK,,1788728,Agostini,Agostini,,2020,2020,2020-03-25,2003.13407,,"Eur.Phys.J.C,80,808",Sensitivity of the DARWIN observatory to the neutrinoless double beta decay of 136Xe,87,47,6,14.5,article,"Agostini, F, et al. (DARWIN) (2020a), “Sensitivity of the DARWIN observatory to the neutrinoless double beta decay of 136 Xe,” Eur. Phys. J. C 80 (9), 808, arXiv:2003.13407 [physics.ins-det]."
U0335,B17,AGOSTINI;GONZALEZ-GARCIA,SIM,A036;G239,OK,,1817003,Agostini,Agostini,,2020,2020,2020-09-13,2009.06079,,"Phys.Rev.Lett.,125,252502",Final Results of GERDA on the Search for Neutrinoless Double-β Decay,666,552,6,111.0,article,"Agostini, M, et al. (GERDA) (2020b), “Final Results of GERDA on the Search for Neutrinoless Double-β Decay,” Phys. Rev. Lett. 125 (25), 252502, arXiv:2009.06079 [nucl-ex]."
U0337,B17,AGOSTINI,NAO,A038,OK,,1798379,Agostini,Agostini,,2020,2020,2020-05-28,2005.14184,,"Phys.Rev.Lett.,125,011801",First Search for Bosonic Superweakly Interacting Massive Particles with Masses up to 1 MeV/c² with GERDA,61,48,6,10.17,article,"Agostini, M, et al. (GERDA) (2020d), “The first search for bosonic super-WIMPs with masses up to 1 MeV/c2 with GERDA,” Phys. Rev. Lett. 125 (1), 011801, arXiv:2005.14184 [hep-ex]."
U0338,B17,AGOSTINI,NAO,A048,OK,,1769193,Akerib,Akerib,,2020,2020,2019-12-09,1912.04248,,"Phys.Rev.C,102,014602",Projected Sensitivity of the LUX-ZEPLIN Experiment to the 0νββ Decay of 136Xe,62,29,6,10.33,article,"Akerib, D S, et al. (LZ) (2020), “Projected sensitivity of the LUX-ZEPLIN experiment to the 0νββ decay of 136 Xe,” Phys. Rev. C 102 (1), 014602, arXiv:1912.04248 [nucl-ex]."
U0340,B17,AGOSTINI,NAO,A086,OK,,1832686,Armatol,Armatol,,2020,2020,2020-11-23,2011.11726,,,Novel technique for the study of pileup events in cryogenic bolometers,34,3,6,5.67,article,"Armatol, A, et al. (CUPID) (2020), “A novel technique for the study of pile-up events in cryogenic bolometers,” arXiv:2011.11726 [physics.ins-det]."
U0343,B18,AGOSTINI,NAO,A100,OK,,1830523,Arnold,Arnold,,2020,2020,2020-11-15,2011.07657,,,Search for periodic modulations of the rate of double-$\beta$ decay of Mo100 in the NEMO-3 detector,5,3,6,0.83,article,"Arnold, R, et al. (NEMO-3) (2020), “Search for Periodic Modulations of the Rate of Double-Beta Decay of 100 Mo in the NEMO-3 Detector,” arXiv:2011.07657 [nucl-ex]."
U0345,B18,GONZALEZ-GARCIA,NAO,G102,OK,,1779524,B. Abi et al. (DUNE),B. Abi et al. (DUNE),,2020,2020,2020-02-07,2002.02967,,"JINST 15 (2020) 08, T08008","Deep Underground Neutrino Experiment (DUNE), Far Detector Technical Design Report, Volume I: Introduction to DUNE",792,340,6,132.0,article,"B. Abi et al. (DUNE), JINST 15, 08, T08008 (2020), [arXiv:2002.02967]."
U0347,B18,AGOSTINI,NAO,A168,OK,,1809166,Blaum,Blaum,8,2020,2020,2020-07-29,2007.14908,,Rev.Mod.Phys. 92 (2020) 045007,Neutrinoless Double-Electron Capture,68,41,6,11.33,article,"Blaum, K, S. Eliseev, F. A. Danevich, V. I. Tretyak, S. Kovalenko, M. I. Krivoruchenko, Yu. N. Novikov, and J. Suhonen (2020), “Neutrinoless Double-Electron Capture,” Rev. Mod. Phys. 92, 045007, arXiv:2007.14908 [hep-ph]."
U0349,B18,AGOSTINI,NAO,A205,OK,,1798640,Caravaca,Caravaca,4,2020,2020,2020-05-30,2006.00173,,"Eur.Phys.J.C 80 (2020) 9, 867",Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,58,40,6,9.67,article,"Caravaca, J, B.J. Land, M. Yeh, and G.D. Orebi Gann (2020), “Characterization of water-based liquid scintillator for Cherenkov and scintillation separation,” Eur. Phys. J. C 80 (9), 867, arXiv:2006.00173 [physics.ins-det]."
U0350,B18,AGOSTINI,NAO,A268,OK,,1818456,Deppisch,Deppisch,4,2020,2020,2020-09-21,2009.10119,,"Phys.Rev.D 102 (2020) 9, 095016",Analysis of Light Neutrino Exchange and Short-Range Mechanisms in $0\nu\beta\beta$ Decay,134,106,6,22.33,article,"Deppisch, F F, L. Graf, F. Iachello, and J. Kotila (2020a), “Analysis of light neutrino exchange and short-range mechanisms in 0νββ decay,” Phys. Rev. D 102 (9), 095016, arXiv:2009.10119 [hep-ph]."
U0351,B18,AGOSTINI,NAO,A269,OK,,1788422,Deppisch,Deppisch,3,2020,2020,2020-03-26,2003.11836,,"Phys.Rev.Lett. 125 (2020) 17, 171801",Searching for New Physics in Two-Neutrino Double Beta Decay,57,37,6,9.5,article,"Deppisch, F F, Lukas Graf, and F. Šimkovic (2020b), “Searching for New Physics in Two-Neutrino Double Beta Decay,” Phys. Rev. Lett. 125 (17), 171801, arXiv:2003.11836 [hep-ph]."
U0353,B18,AGOSTINI,NAO,A312,OK,,1809173,Esteban,Esteban,5,2020,2020,2020-07-27,2007.14792,,JHEP 09 (2020) 178,The fate of hints: updated global analysis of three-flavor neutrino oscillations,1665,1634,6,277.5,article,"Esteban, I, M. C. Gonzalez-Garcia, M. Maltoni, T. Schwetz, and Albert Zhou (2020), “The fate of hints: updated global analysis of three-flavor neutrino oscillations,” JHEP 09, 178, arXiv:2007.14792 [hep-ph]."
U0358,B18,AGOSTINI,NAO,A492,OK,,1795884,Lee,Lee,,2020,2020,2020-05-12,2005.05567,,"JINST 15 (2020) 08, C08010",AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,44,39,6,7.33,article,"Lee, M H (AMoRE) (2020), “AMoRE: A search for neutrinoless double-beta decay of 100Mo using low-temperature molybdenum-containing crystal detectors,” JINST 15 (08), C08010, arXiv:2005.05567 [physics.ins-det]."
U0359,B18,AGOSTINI,NAO,A505,OK,,1807230,Liao,Liao,2,2020,2020,2020-07-16,2007.08125,,JHEP 11 (2020) 152,An explicit construction of the dimension-9 operator basis in the standard model effective field theory,118,112,6,19.67,article,"Liao, Yi, and Xiao-Dong Ma (2020), “An explicit construction of the dimension-9 operator basis in the standard model effective field theory,” JHEP 11, 152, arXiv:2007.08125 [hep-ph]."
U0360,B18,GONZALEZ-GARCIA,NAO,G068,OK,,1803362,M. Agostini et al. (BOREXINO),M. Agostini et al. (BOREXINO),,2020,2020,2020-06-26,2006.15115,,Nature 587 (2020) 577,Experimental evidence of neutrinos produced in the CNO fusion cycle in the Sun,266,189,6,44.33,article,"M. Agostini et al. (BOREXINO), Nature 587, 577 (2020), [arXiv:2006.15115]."
U0362,B19,AGOSTINI,NAO,A529,OK,,1823740,Mei,Mei,,2020,2020,2020-10-19,2010.09226,,,Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC,5,5,6,0.83,article,"Mei, Y, X. Sun, and N. Xu (2020), “Topmetal CMOS direct charge sensing plane for neutrinoless double-beta decay search in high-pressure gaseous TPC,” arXiv:2010.09226 [physics.ins-det]."
U0364,B19,GONZALEZ-GARCIA,NAO,G119,OK,,1803577,P. Adamson et al. (MINOS+),P. Adamson et al. (MINOS+),,2020,2020,2020-06-30,2006.15208,,"Phys.Rev.Lett. 125, 131802",Precision Constraints for Three-Flavor Neutrino Oscillations from the Full MINOS+ and MINOS Dataset,142,124,6,23.67,article,"P. Adamson et al. (MINOS+), Phys. Rev. Lett. 125, 13, 131802 (2020), [arXiv:2006.15208]."
U0366,B19,AGOSTINI,NAO,A607,OK,,1779408,Rebeiro,Rebeiro,,2020,2020,2020-02-07,2002.02987,,,"Benchmarking 136Xe Neutrinoless beta-beta Decay Matrix Element Calculations with the 138Ba(p,t) Reaction",17,10,6,2.83,article,"Rebeiro, B M, et al. (2020), “Benchmarking 136 Xe Neutrinoless ββ Decay Matrix Element Calculations with the Ba(p, t) Reaction,” arXiv:2002.02987."
U0367,B19,AGOSTINI,NAO,A673,OK,,1784487,Terasaki,Terasaki,,2020,2020,2020-03-07,2003.03542,,"Phys.Rev.C 102, 044303",Strength of the isoscalar pairing interaction determined by a relation between double-charge change and double-pair transfer for double-beta decay,41,34,6,6.83,article,"Terasaki, J (2020), “Strength of the isoscalar pairing interaction determined by a relation between double-charge change and double-pair transfer for double- β decay,” Phys. Rev. C 102 (4), 044303, arXiv:2003.03542 [nucl-th]."
U0369,B19,GONZALEZ-GARCIA,NAO,G130,OK,,1804293,A. A. Aguilar-Arevalo et al. (MiniBooNE),A. A. Aguilar-Arevalo et al. (MiniBooNE),,2021,2020,2020-06-30,2006.16883,,"Phys.Rev.D 103, 052002",Updated MiniBooNE neutrino oscillation results with increased data and new background studies,350,280,6,58.33,article,"A. A. Aguilar-Arevalo et al. (MiniBooNE), Phys. Rev. D 103, 5, 052002 (2021), [arXiv:2006.16883]."
U0370,B19,GONZALEZ-GARCIA,NAO,G167,OK,,1795886,A. P. Serebrov et al.,A. P. Serebrov et al.,,2021,2020,2020-05-09,2005.05301,,"Phys.Rev.D 104, 032003",Search for sterile neutrinos with the Neutrino-4 experiment and measurement results,162,145,6,27.0,article,"A. P. Serebrov et al., Phys. Rev. D 104, 3, 032003 (2021), [arXiv:2005.05301]."
U0374,B19,AGOSTINI,NAO,A018,OK,,1796355,Adams,Adams,,2021,2020,2020-05-13,2005.06467,,"JHEP 2021 (08), 164",Sensitivity of a tonne-scale NEXT detector for neutrinoless double beta decay searches,108,65,6,18.0,article,"Adams, C, et al. (NEXT) (2021a), “Sensitivity of a tonnescale NEXT detector for neutrinoless double beta decay searches,” JHEP 2021 (08), 164, arXiv:2005.06467 [physics.ins-det]."
U0375,B19,AGOSTINI,NAO,A019,OK,,1837923,Adams,Adams,,2021,2020,2020-12-21,2012.11749,,"Phys.Rev.Lett. 126, 171801",Measurement of the 2vbb Decay Half-Life of 130Te with CUORE,61,28,6,10.17,article,"Adams, D Q, et al. (CUORE) (2021b), “Measurement of the 2νββ Decay Half-Life of 130 Te with CUORE,” Phys. Rev. Lett. 126 (17), 171801, arXiv:2012.11749 [nucl-ex]."
