uid,bloco,metodo,fontes,ref_ids,autor,ano,arxiv,doi,journal,titulo,raw
U0634,B32,titulo,AGOSTINI,A211,Caurier,1990,,,,A Full 0~ω description of the 2νββ decay of 48 Ca,"Caurier, E, A. P. Zuker, and A. Poves (1990), “A Full 0~ω description of the 2νββ decay of 48 Ca,” Phys. Lett. B 252, 13-17."
U0635,B32,titulo,AGOSTINI,A258,Decamp,1990,,,,A precise determination of the number of families with light neutrinos and of the z boson partial widths,"Decamp, D, et al. (ALEPH) (1990), “A precise determination of the number of families with light neutrinos and of the z boson partial widths,” Phys.Lett.B 235, 399-411."
U0636,B32,titulo,AGOSTINI,A405,Harvey,1990,,,,Cosmological baryon and lepton number in the presence of electroweak fermion number violation,"Harvey, J A, and M. S. Turner (1990), “Cosmological baryon and lepton number in the presence of electroweak fermion number violation,” Phys. Rev. D 42, 3344-3349."
U0637,B32,titulo,AGOSTINI,A688,Vasenko,1990,,,,New Results in the Itep / Yepi Double Beta Decay Experiment With Enriched Germanium Detector,"Vasenko, A A, I. V. Kirpichnikov, V. A. Kuznetsov, A. S. Starostin, A. G. Dzhanian, G. E. Markosian, V. M. Oganesian, V. S. Pogosov, A. G. Tamanian, and S. R. Shakhazizian (1990), “New Results in the Itep / Yepi Double Beta Decay Experiment With Enriched Germanium Detector,” Mod. Phys. Lett. A 5, 1299-1306."
U0638,B32,journal,GONZALEZ-GARCIA,G081,D. Casper et al.,1991,,,Phys. Rev. Lett.|66|2561,,"D. Casper et al., Phys. Rev. Lett. 66, 2561 (1991)."
U0639,B32,titulo,AGOSTINI,A296,Ejiri,1991,,,,Double beta decays of Mo-100,"Ejiri, H, et al. (1991), “Double beta decays of Mo-100,” Phys. Lett. B 258, 17-23."
U0640,B32,titulo,AGOSTINI,A304,Elliott,1991,,,,The Double beta decay spectrum of Mo-100 as measured with a TPC,"Elliott, S R, M. K. Moe, M. A. Nelson, and M. A. Vient (1991), “The Double beta decay spectrum of Mo-100 as measured with a TPC,” J. Phys. G 17, S145-S153."
U0641,B33,titulo,AGOSTINI,A542;A543,Moe,1991,,,,New approach to the detection of neutrinoless double beta decay,"Moe, M K (1991a), “New approach to the detection of neutrinoless double beta decay,” Phys. Rev. C44, 931-934, [,1019(1991)]."
U0642,B33,journal,GONZALEZ-GARCIA,G084,K. S. Hirata et al. (Kamiokande-II),1992,,,Phys. Lett.|B280|146,,"K. S. Hirata et al. (Kamiokande-II), Phys. Lett. B280, 146 (1992)."
U0643,B33,journal,GONZALEZ-GARCIA,G003,C. W. Kim and A. Pevsner,1993,,,Contemp. Concepts Phys.|8|1,,"C. W. Kim and A. Pevsner, Contemp. Concepts Phys. 8, 1 (1993)."
U0644,B33,titulo,AGOSTINI,A220,Chuo,1993,,,,,"Chuo, W T, B. H. Wildenthal, and B. A. Brown (1993), “,” Phys. Rev. C 47, 163."
U0645,B33,titulo,AGOSTINI,A739,Zeldovich,1993,,,,On the theory of elementary particles.: Conservation of the nuclear charge and a possible new type of v-particles,"Zeldovich, Y B, E. Jackson, and A. Granik (1993), “On the theory of elementary particles.: Conservation of the nuclear charge and a possible new type of v-particles,” in Selected Works of Yakov Borisovich Zeldovich, Volume II: Particlies, Nuclei, and the Universe (Princeton University Press) pp. 56-61."
U0646,B33,titulo,AGOSTINI,A551,Muto,1994,,,,Neutrinoless double beta decay beyond closure approximation,"Muto, K (1994), “Neutrinoless double beta decay beyond closure approximation,” Nucl. Phys. A 577, 415C-420C."
U0647,B33,journal,GONZALEZ-GARCIA,G085,Y. Fukuda et al. (Kamiokande),1994,,,Phys. Lett.|B335|237,,"Y. Fukuda et al. (Kamiokande), Phys. Lett. B335, 237 (1994)."
U0648,B33,titulo,AGOSTINI,A072,Ambrosio,1995,,,,Vertical muon intensity measured with MACRO at the Gran Sasso Laboratory,"Ambrosio, M, et al. (MACRO) (1995), “Vertical muon intensity measured with MACRO at the Gran Sasso Laboratory,” Phys. Rev. D 52, 3793-3802."
U0649,B33,titulo,AGOSTINI,A091,Arnold,1995,,,,Observation of two neutrino double beta decay of Cd-116 with the tracking detector NEMO-2,"Arnold, R, et al. (NEMO) (1995), “Observation of two neutrino double beta decay of Cd-116 with the tracking detector NEMO-2,” JETP Lett. 61, 170-174."
U0650,B33,titulo,AGOSTINI,A132,Barabash,1995,,,,Two neutrino double beta decay of Mo-100 to the first excited 0+ state in Ru-100,"Barabash, A S, et al. (1995), “Two neutrino double beta decay of Mo-100 to the first excited 0+ state in Ru-100,” Phys. Lett. B 345, 408-413."
U0651,B33,titulo,AGOSTINI,A238,Cousins,1995,,,,Why isn’t every physicist a Bayesian?,"Cousins, R D (1995), “Why isn’t every physicist a Bayesian?” Am. J. Phys. 63, 398."
U0652,B33,titulo,GONZALEZ-GARCIA,G107,D. Beavis et al. (E899) (1995),1995,,,,,"D. Beavis et al. (E899) (1995), BNL-52459."
U0653,B33,titulo,AGOSTINI,A248,Danevich,1995,,,,The Research of double beta decay of Cd-116 with enriched Cd-116WO-4 crystal scintillators,"Danevich, F A, A. Sh. Georgadze, V. V. Kobychev, B. N. Kropivyansky, V. N. Kuts, A. S. Nikolaiko, V. I. Tretyak, and Yu. Zdesenko (1995), “The Research of double beta decay of Cd-116 with enriched Cd-116WO-4 crystal scintillators,” Phys. Lett. B 344, 72-78."
U0654,B33,titulo,AGOSTINI,A249,Dassie,1995,,,,Two neutrino double beta decay measurement of Mo-100,"Dassie, D, et al. (NEMO) (1995), “Two neutrino double beta decay measurement of Mo-100,” Phys. Rev. D 51, 2090- 2100."
U0655,B33,titulo,AGOSTINI,A297,Ejiri,1995,,,,Double beta decays of Cd-116,"Ejiri, H, et al. (1995), “Double beta decays of Cd-116,” J. Phys. Soc. Jap. 64, 339-343."
U0656,B33,doi,AGOSTINI,A441,Irwin,1995,,10.1063/1.113674,,An application of electrothermal feedback for high resolution cryogenic particle detection,"Irwin, KD (1995), “An application of electrothermal feedback for high resolution cryogenic particle detection,” Applied Physics Letters 66 (15), 10.1063/1.113674."
U0657,B33,journal,GONZALEZ-GARCIA,G082,K. Daum et al. (Frejus),1995,,,Z. Phys.|C66|417,,"K. Daum et al. (Frejus), Z. Phys. C66, 417 (1995)."
U0658,B33,titulo,AGOSTINI,A597,Poves,1995,,,,Double beta decay of 48 Ca revisited,"Poves, A, R. P. Bahukutumbi, K. Langanke, and P. Vogel (1995), “Double beta decay of 48 Ca revisited,” Phys. Lett. B 361, 1-4."
U0659,B33,titulo,AGOSTINI,A092,Arnold,1996,,,,Double-beta decay of Cd- 116,"Arnold, R, et al. (NEMO) (1996), “Double-beta decay of Cd- 116,” Z. Phys. C 72, 239-247."
U0660,B33,journal,GONZALEZ-GARCIA,G052,Y. Fukuda et al. (Kamiokande),1996,,,Phys. Rev. Lett.|77|1683,,"Y. Fukuda et al. (Kamiokande), Phys. Rev. Lett. 77, 1683 (1996)."
U0661,B34,titulo,AGOSTINI,A160,Bernard,1997,,,,Aspects of chiral pion - nucleon physics,"Bernard, V, N. Kaiser, and U.-G. Meissner (1997), “Aspects of chiral pion - nucleon physics,” Nucl. Phys. A 615, 483- 500."
U0662,B34,titulo,AGOSTINI,A177;A178,Bolotnikov,1997,,,,The spectroscopic properties of high-pressure xenon,"Bolotnikov, A, and B. Ramsey (1997), “The spectroscopic properties of high-pressure xenon,” Nuclear Instruments and Methods in Physics Research Section A: Accelerators, Spectrometers, Detectors and Associated Equipment 396 (3), 360-370."
U0663,B34,titulo,AGOSTINI,A681,Towner,1997,,,,Quenching of spin matrix elements in nuclei,"Towner, IS (1997), “Quenching of spin matrix elements in nuclei,” Phys. Rep. 155, 263."
U0664,B34,titulo,AGOSTINI,A093;A303,Arnold,1998,,,,Double beta decay of Se- 82,"Arnold, R, et al. (NEMO) (1998), “Double beta decay of Se- 82,” Nucl. Phys. A 636, 209-223."
U0665,B34,journal,GONZALEZ-GARCIA,G045,B. T. Cleveland et al.,1998,,,Astrophys. J.|496|505,,"B. T. Cleveland et al., Astrophys. J. 496, 505 (1998)."
U0666,B34,titulo,AGOSTINI,A230,Cleveland,1998,,,,Measurement of the solar electron neutrino flux with the Homestake chlorine detector,"Cleveland, B T, Timothy Daily, Raymond Davis, Jr., James R. Distel, Kenneth Lande, C. K. Lee, Paul S. Wildenhain, and Jack Ullman (1998), “Measurement of the solar electron neutrino flux with the Homestake chlorine detector,” Astrophys. J. 496, 505-526."
U0667,B34,journal,GONZALEZ-GARCIA,G002,R. N. Mohapatra and P. B. Pal,1998,,,World Sci. Lect. Notes Phys.|60|1,,"R. N. Mohapatra and P. B. Pal, World Sci. Lect. Notes Phys. 60, 1 (1998), [World Sci. Lect. Notes Phys.72,1(2004)]."
U0668,B34,titulo,AGOSTINI,A660,Suhonen,1998,,,,,"Suhonen, J, and O. Civitarese (1998), Phys. Rep. 300, 124."
U0669,B34,titulo,AGOSTINI,A094,Arnold,1999,,,,Double beta decay of Zr-96,"Arnold, R, et al. (1999), “Double beta decay of Zr-96,” Nucl. Phys. A 658, 299-312."
U0670,B34,titulo,AGOSTINI,A577,Pas,1999,,,,Towards a superformula for neutrinoless double beta decay,"Pas, H, M. Hirsch, H. V. Klapdor-Kleingrothaus, and S. G. Kovalenko (1999), “Towards a superformula for neutrinoless double beta decay,” Phys. Lett. B 453, 194-198."
U0671,B34,journal,GONZALEZ-GARCIA,G048,W. Hampel et al. (GALLEX),1999,,,Phys. Lett.|B447|127,,"W. Hampel et al. (GALLEX), Phys. Lett. B447, 127 (1999)."
U0672,B34,titulo,AGOSTINI,A373,Gonzalez,2000,,,,Current IGEX results for neutrinoless double-beta decay of Ge-76,"Gonzalez, D, et al. (2000), “Current IGEX results for neutrinoless double-beta decay of Ge-76,” Nucl. Phys. B Proc. Suppl. 87, 278-280."
U0673,B34,titulo,AGOSTINI,A410,Hayes,2000,,,,Shell model calculations of neutrino scattering from C-12,"Hayes, A C, and I. S. Towner (2000), “Shell model calculations of neutrino scattering from C-12,” Phys. Rev. C 61, 044603."
U0674,B34,titulo,AGOSTINI,A700,Volpe,2000,,,,Microscopic theories of neutrino C-12 reactions,"Volpe, C, N. Auerbach, G. Colo, T. Suzuki, and N. Van Giai (2000), “Microscopic theories of neutrino C-12 reactions,” Phys. Rev. C 62, 015501."
U0675,B34,titulo,AGOSTINI,A189,Brown,2001,,,,The nuclear shell model towards the drip lines,"Brown, B A (2001), “The nuclear shell model towards the drip lines,” Prog. Part. Nucl. Phys. 47, 517-599."
U0676,B34,titulo,AGOSTINI,A195,Butler,2001,,,,Neutrino deuteron scattering in effective field theory at next-to-nextto-leading order,"Butler, M, J.-W. Chen, and X. Kong (2001), “Neutrino deuteron scattering in effective field theory at next-to-nextto-leading order,” Phys. Rev. C 63, 035501."
U0677,B34,journal,GONZALEZ-GARCIA,G227,J. Bonn et al.,2001,,,Nucl. Phys. B Proc. Suppl.|91|273,,"J. Bonn et al., Nucl. Phys. B Proc. Suppl. 91, 273 (2001)."
U0678,B34,titulo,AGOSTINI,A552,Nakamura,2001,,,,Neutrino reactions on the deuteron,"Nakamura, S, T. Sato, Vladimir P. Gudkov, and K. Kubodera (2001), “Neutrino reactions on the deuteron,” Phys. Rev. C 63, 034617."
U0679,B34,journal,GONZALEZ-GARCIA,G228,V. M. Lobashev et al.,2001,,,Nucl. Phys. B Proc. Suppl.|91|280,,"V. M. Lobashev et al., Nucl. Phys. B Proc. Suppl. 91, 280 (2001)."
U0680,B34,titulo,AGOSTINI,A683,Tretyak,2002,,,,Tables of double beta decay data: An update,"Tretyak, VI, and Yuri G. Zdesenko (2002), “Tables of double beta decay data: An update,” Atom. Data Nucl. Data Tabl. 80, 83-116."
U0681,B35,titulo,AGOSTINI,A157,Bender,2003,,,,Selfconsistent mean-field models for nuclear structure,"Bender, M, P.-H. Heenen, and P.-G. Reinhard (2003), “Selfconsistent mean-field models for nuclear structure,” Rev. Mod. Phys. 75, 121-180."
U0682,B35,titulo,AGOSTINI,A409,Hayes,2003,,,,Neutrino C-12 scattering in the ab initio shell model with a realistic three body interaction,"Hayes, A C, P. Navrátil, and J. P. Vary (2003), “Neutrino C-12 scattering in the ab initio shell model with a realistic three body interaction,” Phys. Rev. Lett. 91, 012502."
U0683,B35,titulo,AGOSTINI,A576,Park,2003,,,,Parameter free effective field theory calculation for the solar proton fusion and hep processes,"Park, T S, L. E. Marcucci, R. Schiavilla, M. Viviani, A. Kievsky, S. Rosati, K. Kubodera, D. P. Min, and M. Rho (2003), “Parameter free effective field theory calculation for the solar proton fusion and hep processes,” Phys. Rev. C 67, 055206."
U0684,B35,titulo,AGOSTINI,A599,Prezeau,2003,,,,Neutrinoless double beta decay and effective field theory,"Prezeau, G, M. Ramsey-Musolf, and P. Vogel (2003), “Neutrinoless double beta decay and effective field theory,” Phys. Rev. D 68, 034016."
U0685,B35,titulo,AGOSTINI,A621,Rodin,2003,,,,On the uncertainty in the 0 nu beta beta decay nuclear matrix elements,"Rodin, V A, A. Faessler, F. Šimkovic, and P. Vogel (2003), “On the uncertainty in the 0 nu beta beta decay nuclear matrix elements,” Phys. Rev. C 68, 044302."
U0686,B35,titulo,AGOSTINI,A120,Bahcall,2004,,,,,"Bahcall, J, H. Murayama, and C. Peña-Garay (2004), Phys. Rev. D 70, 033012."
U0687,B35,titulo,AGOSTINI,A712,Warburton,2004,,,,Ultra-low background alpha particle counter using pulse shape analysis,"Warburton, W K, B. Dwyer-McNally, M. Momayezi, and J. E. Wahl (2004), “Ultra-low background alpha particle counter using pulse shape analysis,” in IEEE Symposium Conference Record Nuclear Science 2004., Vol. 1, pp. 577- 581 Vol. 1."
U0688,B35,titulo,AGOSTINI,A002,Aalseth,2005,,,,"[aip topical workshop on low radioactivity techniques: Lrt 2004 - sudbury, ontario (canada) (12- 14 december 2004)] aip conference proceedings - ultra-lowbackground copper production and clean fabrication","Aalseth, C E (2005), “[aip topical workshop on low radioactivity techniques: Lrt 2004 - sudbury, ontario (canada) (12- 14 december 2004)] aip conference proceedings - ultra-lowbackground copper production and clean fabrication,”."
U0689,B35,titulo,AGOSTINI,A208,Caurier,2005,,,,The Shell model as unified view of nuclear structure,"Caurier, E, G. Martinez-Pinedo, F. Nowacki, A. Poves, and A. P. Zuker (2005), “The Shell model as unified view of nuclear structure,” Rev. Mod. Phys. 77, 427-488."
U0690,B35,titulo,AGOSTINI,A331,Fleischmann,2005,,,,Metallic magnetic calorimeters,"Fleischmann, A, C. Enss, and G.M. Seidel (2005), “Metallic magnetic calorimeters,” in Cryogenic Particle Detection, edited by C. Enss (Springer Berlin Heidelberg, Berlin, Heidelberg) pp. 151-216."
U0691,B35,titulo,AGOSTINI,A442,Irwin,2005,,,,Transition-edge sensors,"Irwin, KD, and G.C. Hilton (2005), “Transition-edge sensors,” in Cryogenic Particle Detection, edited by C. Enss (Springer Berlin Heidelberg, Berlin, Heidelberg) pp. 63- 150."
U0692,B35,titulo,AGOSTINI,A438,Ichimura,2006,,,,"Spin-isospin responses via (p,n) and (n,p) reactions","Ichimura, M, H. Sakai, and T. Wakasa (2006), “Spin-isospin responses via (p,n) and (n,p) reactions,” Prog. Part. Nucl. Phys. 56, 446-531."
U0693,B35,titulo,AGOSTINI,A466,Klapdor-Kleingrothaus,2006,,,,The evidence for the observation of 0nu beta beta decay: The identification of 0nu beta beta events from the full spectra,"Klapdor-Kleingrothaus, H V, and I. V. Krivosheina (2006), “The evidence for the observation of 0nu beta beta decay: The identification of 0nu beta beta events from the full spectra,” Mod. Phys. Lett. A 21, 1547-1566."
U0694,B35,titulo,AGOSTINI,A587,Piquemal,2006,,,,The SuperNEMO project,"Piquemal, F (NEMO) (2006), “The SuperNEMO project,” Phys. Atom. Nucl. 69, 2096-2100."
U0695,B35,titulo,AGOSTINI,A622,Rodin,2006,,,,Assessment of uncertainties in QRPA 0νββ-decay nuclear matrix elements,"Rodin, V A, A. Faessler, F. Šimkovic, and P. Vogel (2006), “Assessment of uncertainties in QRPA 0νββ-decay nuclear matrix elements,” Nucl. Phys. A 766, 107-131."
U0696,B35,titulo,AGOSTINI,A664,Suzuki,2006,,,,Neutrino nucleus reactions based on new shell model Hamiltonians,"Suzuki, T, Satoshi Chiba, T. Yoshida, Toshitaka Kajino, and T. Otsuka (2006), “Neutrino nucleus reactions based on new shell model Hamiltonians,” Phys. Rev. C 74, 034307."
U0697,B35,titulo,AGOSTINI,A742,Zinner,2006,,,,Muon capture on nuclei: Random phase approximation evaluation versus data for 6 ≤ Z ≤ 94 nuclei,"Zinner, N T, K. Langanke, and P. Vogel (2006), “Muon capture on nuclei: Random phase approximation evaluation versus data for 6 ≤ Z ≤ 94 nuclei,” Phys. Rev. C 74, 024326."
U0698,B35,titulo,AGOSTINI,A065,Ali,2007,,,,Probing new physics in the neutrinoless double beta decay using electron angular correlation,"Ali, A, A. V. Borisov, and D. V. Zhuridov (2007), “Probing new physics in the neutrinoless double beta decay using electron angular correlation,” Phys. Rev. D 76, 093009."
U0699,B35,titulo,GONZALEZ-GARCIA,G005,C. Giunti and C. W. Kim,2007,,,,,"C. Giunti and C. W. Kim, Fundamentals of Neutrino Physics and Astrophysics (2007), ISBN 9780198508717."
U0700,B35,titulo,GONZALEZ-GARCIA,G109,D. S. Ayres et al. (NOvA) (2007).,2007,,,,,D. S. Ayres et al. (NOvA) (2007).
U0701,B36,titulo,AGOSTINI,A473,Kortelainen,2007,,,,Short-range correlations and neutrinoless double beta decay,"Kortelainen, M, O. Civitarese, J. Suhonen, and J. Toivanen (2007), “Short-range correlations and neutrinoless double beta decay,” Phys. Lett. B 647, 128-132."
U0702,B36,journal,GONZALEZ-GARCIA,G110,M. G. Catanesi et al. (HARP),2007,,,Nucl. Instrum. Meth.|A571|527,,"M. G. Catanesi et al. (HARP), Nucl. Instrum. Meth. A571, 527 (2007)."
U0703,B36,titulo,AGOSTINI,A610,Redshaw,2007,,,,Mass and double-beta-decay Q value of Xe-136,"Redshaw, M, E. Wingfield, J. McDaniel, and E. G. Myers (2007), “Mass and double-beta-decay Q value of Xe-136,” Phys. Rev. Lett. 98, 053003."
U0704,B36,titulo,AGOSTINI,A209,Caurier,2008,,,,Nuclear Structure Aspects of the Neutrinoless Double Beta Decay,"Caurier, E, F. Nowacki, and A. Poves (2008), “Nuclear Structure Aspects of the Neutrinoless Double Beta Decay,” Eur. Phys. J. A 36, 195-200."
U0705,B36,titulo,AGOSTINI,A311,Epelbaum,2008,,,,Deltaexcitations and the three-nucleon force,"Epelbaum, E, H. Krebs, and U.-G. Meissner (2008), “Deltaexcitations and the three-nucleon force,” Nucl. Phys. A806, 65-78."
U0706,B36,titulo,AGOSTINI,A661,Suhonen,2008,,,,Effects of orbital occupancies on the neutrinoless beta beta matrix element of Ge-76,"Suhonen, J, and O. Civitarese (2008), “Effects of orbital occupancies on the neutrinoless beta beta matrix element of Ge-76,” Phys. Lett. B 668, 277-281."
U0707,B36,titulo,AGOSTINI,A140,Barea,2009,,,,Neutrinoless double-beta decay in the microscopic interacting boson model,"Barea, J, and F. Iachello (2009), “Neutrinoless double-beta decay in the microscopic interacting boson model,” Phys. Rev. C 79, 044301."
U0708,B36,titulo,AGOSTINI,A356,Gazit,2009,,,,Three- Nucleon Low-Energy Constants from the Consistency of Interactions and Currents in Chiral Effective Field Theory,"Gazit, D, S. Quaglioni, and P. Navratil (2009), “Three- Nucleon Low-Energy Constants from the Consistency of Interactions and Currents in Chiral Effective Field Theory,” Phys. Rev. Lett. 103, 102502, [Erratum: Phys. Rev. Lett.122,no.2,029901(2019)]."
U0709,B36,titulo,AGOSTINI,A565,Nygren,2009,,,,High-pressure xenon gas electroluminescent TPC for 0nu beta beta-decay search,"Nygren, D (2009), “High-pressure xenon gas electroluminescent TPC for 0nu beta beta-decay search,” Nucl. Instrum. Meth. A 603, 337-348."
U0710,B36,titulo,AGOSTINI,A628,Roth,2009,,,,Importance Truncation for Large-Scale Configuration Interaction Approaches,"Roth, R (2009), “Importance Truncation for Large-Scale Configuration Interaction Approaches,” Phys. Rev. C 79, 064324."
U0711,B36,titulo,AGOSTINI,A642,Shaposhnikov,2009,,,,Baryogenesis,"Shaposhnikov, M (2009), “Baryogenesis,” J. Phys. Conf. Ser. 171, 012005."
U0712,B36,titulo,AGOSTINI,A734,Yoshida,2009,,,,Ultra-violet wavelength shift for undoped CaF 2 scintillation detector by two phase of liquid scintillator system in CANDLES,"Yoshida, S, T. Kishimoto, I. Ogawa, R. Hazama, S. Umehara, K. Matsuoka, D. Yokoyama, K. Ichihara, and Y. Tatewaki (2009), “Ultra-violet wavelength shift for undoped CaF 2 scintillation detector by two phase of liquid scintillator system in CANDLES,” Nucl. Instrum. Meth. A 601, 282-293."
U0713,B36,titulo,AGOSTINI,A073,Anderson,2010,,,,Operator Evolution via the Similarity Renormalization Group I: The Deuteron,"Anderson, E R, S. K. Bogner, R. J. Furnstahl, and R. J. Perry (2010), “Operator Evolution via the Similarity Renormalization Group I: The Deuteron,” Phys. Rev. C 82, 054001."
U0714,B36,titulo,AGOSTINI,A095,Arnold,2010,,,,Probing New Physics Models of Neutrinoless Double Beta Decay with SuperNEMO,"Arnold, R, et al. (SuperNEMO) (2010), “Probing New Physics Models of Neutrinoless Double Beta Decay with SuperNEMO,” Eur. Phys. J. C 70, 927."
U0715,B36,titulo,AGOSTINI,A169,Blennow,2010,,,,Neutrinoless double beta decay in seesaw models,"Blennow, M, E. Fernandez-Martinez, J. Lopez-Pavon, and J. Menéndez (2010), “Neutrinoless double beta decay in seesaw models,” JHEP 07, 096."
