ref_id,fonte,autor,ano,arxiv,doi,titulo,raw
A266,AGOSTINI,Deppisch,2007,hep-ph/0612165,,Pinning down the mechanism of neutrinoless double beta decay with measurements in different nuclei,"Deppisch, F, and H. Pas (2007), “Pinning down the mechanism of neutrinoless double beta decay with measurements in different nuclei,” Phys. Rev. Lett. 98, 232501, arXiv:hep-ph/0612165."
A267,AGOSTINI,Deppisch,2018,,,Neutrinoless Double Beta Decay and the Baryon Asymmetry of the Universe,"Deppisch, F F, L. Graf, J. Harz, and W.-C. Huang (2018), “Neutrinoless Double Beta Decay and the Baryon Asymmetry of the Universe,” Phys. Rev. D 98, 055029."
A268,AGOSTINI,Deppisch,2020,2009.10119,,Analysis of light neutrino exchange and short-range mechanisms in 0νββ decay,"Deppisch, F F, L. Graf, F. Iachello, and J. Kotila (2020a), “Analysis of light neutrino exchange and short-range mechanisms in 0νββ decay,” Phys. Rev. D 102 (9), 095016, arXiv:2009.10119 [hep-ph]."
A269,AGOSTINI,Deppisch,2020,2003.11836,,Searching for New Physics in Two-Neutrino Double Beta Decay,"Deppisch, F F, Lukas Graf, and F. Šimkovic (2020b), “Searching for New Physics in Two-Neutrino Double Beta Decay,” Phys. Rev. Lett. 125 (17), 171801, arXiv:2003.11836 [hep-ph]."
A270,AGOSTINI,Deppisch,2012,1208.0727,,Neutrinoless Double Beta Decay and Physics Beyond the Standard Model,"Deppisch, F F, M. Hirsch, and H. Pas (2012), “Neutrinoless Double Beta Decay and Physics Beyond the Standard Model,” J. Phys. G 39, 124007, arXiv:1208.0727 [hep-ph]."
A271,AGOSTINI,Deppisch,2015,1502.06541,,Neutrinos and Collider Physics,"Deppisch, Frank F, P. S. Bhupal Dev, and Apostolos Pilaftsis (2015a), “Neutrinos and Collider Physics,” New J. Phys. 17 (7), 075019, arXiv:1502.06541 [hep-ph]."
A272,AGOSTINI,Deppisch,2015,1503.04825,,Falsifying High-Scale Baryogenesis with Neutrinoless Double Beta Decay and Lepton Flavor Violation,"Deppisch, Frank F, Julia Harz, Martin Hirsch, Wei-Chih Huang, and Heinrich Päs (2015b), “Falsifying High-Scale Baryogenesis with Neutrinoless Double Beta Decay and Lepton Flavor Violation,” Phys. Rev. D 92 (3), 036005, arXiv:1503.04825 [hep-ph]."
A273,AGOSTINI,Depuydt,2006,,,Germanium: From the first application of czochralski crystal growth to large diameter dislocation-free wafers,"Depuydt, B, A. Theuwis, and I. Romandic (2006), “Germanium: From the first application of czochralski crystal growth to large diameter dislocation-free wafers,” Materials Science in Semiconductor Processing 9 (4), 437 - 443, proceedings of Symposium T E-MRS 2006 Spring Meeting on Germanium based semiconductors from materials to devices."
A274,AGOSTINI,Di Valentino,2021,2106.15267,,Most constraining cosmological neutrino mass bounds,"Di Valentino, E, S. Gariazzo, and O. Mena (2021), “Most constraining cosmological neutrino mass bounds,” Phys. Rev. D 104 (8), 083504, arXiv:2106.15267 [astro-ph.CO]."
A275,AGOSTINI,Dikmen,2015,,,Ab initio effective interactions for sd-shell valence nucleons,"Dikmen, E, A. F. Lisetski, B. R. Barrett, P. Maris, A. M. Shirokov, and J. P. Vary (2015), “Ab initio effective interactions for sd-shell valence nucleons,” Phys. Rev. C 91 (6), 064301."
A276,AGOSTINI,Dirac,1928,,,The quantum theory of the electron,"Dirac, P A M (1928), “The quantum theory of the electron,” Proceedings of the Royal Society of London Series A Containing Papers of a Mathematical and Physical Character (1905-1934) 117, 610-624."
A277,AGOSTINI,Doi,1985,,,Double beta Decay and Majorana Neutrino,"Doi, M, T. Kotani, and E. Takasugi (1985), “Double beta Decay and Majorana Neutrino,” Prog. Theor. Phys. Suppl. 83, 1."
A278,AGOSTINI,Dolgoshein,1964,,,Streamer chamber,"Dolgoshein, BA, B.U. Rodionov, and B.I. Luchkov (1964), “Streamer chamber,” Nuclear Instruments and Methods 29 (2), 270-276."
A279,AGOSTINI,Dolgov,2002,hep-ph/0202122,,Neutrinos in cosmology,"Dolgov, A D (2002), “Neutrinos in cosmology,” Phys. Rept. 370, 333-535, arXiv:hep-ph/0202122."
A280,AGOSTINI,Dolinski,2019,1902.04097,,Neutrinoless Double-Beta Decay: Status and Prospects,"Dolinski, Michelle J, Alan W. P. Poon, and Werner Rodejohann (2019), “Neutrinoless Double-Beta Decay: Status and Prospects,” Ann. Rev. Nucl. Part. Sci. 69, 219-251, arXiv:1902.04097 [nucl-ex]."
A281,AGOSTINI,Drewes,2013,1303.6912,,The Phenomenology of Right Handed Neutrinos,"Drewes, Marco (2013), “The Phenomenology of Right Handed Neutrinos,” Int. J. Mod. Phys. E 22, 1330019, arXiv:1303.6912 [hep-ph]."
A282,AGOSTINI,Drewes,2016,1606.06221,,Neutrinoless double β decay and low scale leptogenesis,"Drewes, Marco, and Shintaro Eijima (2016), “Neutrinoless double β decay and low scale leptogenesis,” Phys. Lett. B 763, 72-79, arXiv:1606.06221 [hep-ph]."
A283,AGOSTINI,Drewes,2017,1609.09069,,Testing the low scale seesaw and leptogenesis,"Drewes, Marco, Bjorn Garbrecht, Dario Gueter, and Juraj Klaric (2017), “Testing the low scale seesaw and leptogenesis,” JHEP 08, 018, arXiv:1609.09069 [hep-ph]."
A284,AGOSTINI,Drewes,2022,2203.08538,,Low-scale leptogenesis with flavour and CP symmetries,"Drewes, Marco, Yannis Georis, Claudia Hagedorn, and Juraj Klarić (2022a), “Low-scale leptogenesis with flavour and CP symmetries,” arXiv:2203.08538 [hep-ph]."
A285,AGOSTINI,Drewes,2022,2106.16226,,Mapping the Viable Parameter Space for Testable Leptogenesis,"Drewes, Marco, Yannis Georis, and Juraj Klarić (2022b), “Mapping the Viable Parameter Space for Testable Leptogenesis,” Phys. Rev. Lett. 128 (5), 051801, arXiv:2106.16226 [hep-ph]."
A286,AGOSTINI,Dror,2020,1908.10861,,Absorption of Fermionic Dark Matter by Nuclear Targets,"Dror, J A, G. Elor, and R. Mcgehee (2020), “Absorption of Fermionic Dark Matter by Nuclear Targets,” JHEP 02, 134, arXiv:1908.10861 [hep-ph]."
A287,AGOSTINI,Dueck,2013,1306.4468,,Fits to SO(10) Grand Unified Models,"Dueck, A, and W. Rodejohann (2013), “Fits to SO(10) Grand Unified Models,” JHEP 09, 024, arXiv:1306.4468 [hep-ph]."
A288,AGOSTINI,Duerr,2011,1105.0901,,On the quantitative impact of the schechter-valle theorem,"Duerr, M, M. Lindner, and A. Merle (2011), “On the quantitative impact of the schechter-valle theorem,” JHEP 06, 091, arXiv:1105.0901 [hep-ph]."
A289,AGOSTINI,Ebert,2016,1509.04113,,Results of a search for neutrinoless double- β decay using the COBRA demonstrator,"Ebert, J, et al. (2016a), “Results of a search for neutrinoless double- β decay using the COBRA demonstrator,” Phys. Rev. C 94 (2), 024603, arXiv:1509.04113 [nucl-ex]."
A290,AGOSTINI,Ebert,2016,1507.08177,,The COBRA demonstrator at the LNGS underground laboratory,"Ebert, J, et al. (COBRA) (2016b), “The COBRA demonstrator at the LNGS underground laboratory,” Nucl. Instrum. Meth. A 807, 114-120, arXiv:1507.08177 [physics.ins-det]."
A291,AGOSTINI,Egido,2016,,,State-of-the-art of beyond mean field theories with nuclear density functionals,"Egido, J L (2016), “State-of-the-art of beyond mean field theories with nuclear density functionals,” Phys. Scripta 91, 073003."
A292,AGOSTINI,Eguchi,2003,hep-ex/0212021,,First results from KamLAND: Evidence for reactor anti-neutrino disappearance,"Eguchi, K, et al. (KamLAND) (2003), “First results from KamLAND: Evidence for reactor anti-neutrino disappearance,” Phys. Rev. Lett. 90, 021802, arXiv:hep-ex/0212021."
A293,AGOSTINI,Ejiri,2014,1309.7957,,"Charged current neutrino cross section for solar neutrinos, and background to ββ(0ν) experiments","Ejiri, H, and S. R. Elliott (2014), “Charged current neutrino cross section for solar neutrinos, and background to ββ(0ν) experiments,” Phys. Rev. C 89 (5), 055501, arXiv:1309.7957 [nucl-ex]."
A294,AGOSTINI,Ejiri,2017,1703.06915,,"Solar neutrino interactions with the double beta decay nuclei of 82 Se, 100 Mo and 150 Nd","Ejiri, H, and S. R. Elliott (2017), “Solar neutrino interactions with the double beta decay nuclei of 82 Se, 100 Mo and 150 Nd,” Phys. Rev. C 95 (5), 055501, arXiv:1703.06915 [nucl-ex]."
A295,AGOSTINI,Ejiri,2019,,,"Neutrino-nuclear responses for astro-neutrinos, single beta decays and double beta decays","Ejiri, H, J. Suhonen, and K. Zuber (2019), “Neutrino-nuclear responses for astro-neutrinos, single beta decays and double beta decays,” Phys. Rept. 797, 1-102."
A296,AGOSTINI,Ejiri,1991,,,Double beta decays of Mo-100,"Ejiri, H, et al. (1991), “Double beta decays of Mo-100,” Phys. Lett. B 258, 17-23."
A297,AGOSTINI,Ejiri,1995,,,Double beta decays of Cd-116,"Ejiri, H, et al. (1995), “Double beta decays of Cd-116,” J. Phys. Soc. Jap. 64, 339-343."
A298,AGOSTINI,Ekström,2014,,,Effects of three-nucleon forces and two-body currents on Gamow- Teller strengths,"Ekström, A, G. R. Jansen, K. A. Wendt, G. Hagen, T. Papenbrock, S. Bacca, B. Carlsson, and D. Gazit (2014), “Effects of three-nucleon forces and two-body currents on Gamow- Teller strengths,” Phys. Rev. Lett. 113 (26), 262504."
A299,AGOSTINI,Elliott,2012,1203.1070,,Recent Progress in Double Beta Decay,"Elliott, S R (2012), “Recent Progress in Double Beta Decay,” Mod. Phys. Lett. A 27, 1230009, arXiv:1203.1070 [nucl-ex]."
A300,AGOSTINI,Elliott,2004,hep-ph/0405078,,Double beta decay,"Elliott, S R, and J. Engel (2004), “Double beta decay,” J. Phys. G 30, R183-R215, arXiv:hep-ph/0405078."
A301,AGOSTINI,Elliott,2015,1403.4976,,"Colloquium: Majorana Fermions in nuclear, particle and solid-state physics","Elliott, S R, and M. Franz (2015), “Colloquium: Majorana Fermions in nuclear, particle and solid-state physics,” Rev. Mod. Phys. 87, 137, arXiv:1403.4976 [cond-mat.supr-con]."
A302,AGOSTINI,Elliott,1987,,,Direct Evidence for Two Neutrino Double Beta Decay in 82 Se,"Elliott, S R, A. A. Hahn, and M. K. Moe (1987), “Direct Evidence for Two Neutrino Double Beta Decay in 82 Se,” Phys. Rev. Lett. 59, 2020-2023."
A303,AGOSTINI,Elliott,1992,,,Double beta decay of Se-82,"Elliott, S R, A. A. Hahn, M. K. Moe, M. A. Nelson, and M. A. Vient (1992), “Double beta decay of Se-82,” Phys. Rev. C 46, 1535-1537."
A304,AGOSTINI,Elliott,1991,,,The Double beta decay spectrum of Mo-100 as measured with a TPC,"Elliott, S R, M. K. Moe, M. A. Nelson, and M. A. Vient (1991), “The Double beta decay spectrum of Mo-100 as measured with a TPC,” J. Phys. G 17, S145-S153."
A305,AGOSTINI,Ellis,1927,,,The average energy of disintegration of radium E,"Ellis, C D, and W. A Wooster (1927), “The average energy of disintegration of radium E,” Proc. Roy. Soc. Lond. A 117 (776), 109-123."
A306,AGOSTINI,Engel,2017,,,Status and future of nuclear matrix elements for neutrinoless double-beta decay: a review,"Engel, J, and J. Menéndez (2017), “Status and future of nuclear matrix elements for neutrinoless double-beta decay: a review,” Rep. Prog. Phys. 80, 046301."
A307,AGOSTINI,Engel,2014,,,Chiral Two- Body Currents and Neutrinoless Double-Beta Decay in the QRPA,"Engel, J, F. Šimkovic, and P. Vogel (2014), “Chiral Two- Body Currents and Neutrinoless Double-Beta Decay in the QRPA,” Phys. Rev. C 89, 064308."
A308,AGOSTINI,Engel,1988,,,Nuclear Structure Effects in Double beta Decay,"Engel, J, P. Vogel, and M. R. Zirnbauer (1988), “Nuclear Structure Effects in Double beta Decay,” Phys. Rev. C 37, 731-746."
A309,AGOSTINI,Engel,2009,0904.1709,,Corrections to the Neutrinoless Double-Beta-Decay Operator in the Shell Model,"Engel, Jonathan, and Gaute Hagen (2009), “Corrections to the Neutrinoless Double-Beta-Decay Operator in the Shell Model,” Phys. Rev. C 79, 064317, arXiv:0904.1709 [nucl-th]. ENSDF, (2021), http://www.nndc.bnl.gov/ensdf."
A310,AGOSTINI,Entwisle,2016,,,Change of nuclear configurations in the neutrinoless double-beta decay of 130Te 130Xe and 136Xe 136Ba,"Entwisle, J P, et al. (2016), “Change of nuclear configurations in the neutrinoless double-beta decay of 130Te 130Xe and 136Xe 136Ba,” Phys. Rev. C 93, 064312."
A311,AGOSTINI,Epelbaum,2008,,,Deltaexcitations and the three-nucleon force,"Epelbaum, E, H. Krebs, and U.-G. Meissner (2008), “Deltaexcitations and the three-nucleon force,” Nucl. Phys. A806, 65-78."
A312,AGOSTINI,Esteban,2020,2007.14792,,The fate of hints: updated global analysis of three-flavor neutrino oscillations,"Esteban, I, M. C. Gonzalez-Garcia, M. Maltoni, T. Schwetz, and Albert Zhou (2020), “The fate of hints: updated global analysis of three-flavor neutrino oscillations,” JHEP 09, 178, arXiv:2007.14792 [hep-ph]."
A313,AGOSTINI,Ettengruber,2022,2208.09954,,Discovering neutrinoless double-beta decay in the era of precision neutrino cosmology,"Ettengruber, Manuel, Matteo Agostini, Allen Caldwell, Philipp Eller, and Oliver Schulz (2022), “Discovering neutrinoless double-beta decay in the era of precision neutrino cosmology,” arXiv:2208.09954 [hep-ph]."
A314,AGOSTINI,Faessler,2014,,,Arbitrary mass Majorana neutrinos in neutrinoless double beta decay,"Faessler, A, M. González, S. Kovalenko, and F. Šimkovic (2014), “Arbitrary mass Majorana neutrinos in neutrinoless double beta decay,” Phys. Rev. D 90 (9), 096010."
A315,AGOSTINI,Faessler,2008,0710.3199,,Pion dominance in RPV SUSY induced neutrinoless double beta decay,"Faessler, Amand, Thomas Gutsche, Sergey Kovalenko, and Fedor Simkovic (2008), “Pion dominance in RPV SUSY induced neutrinoless double beta decay,” Phys. Rev. D 77, 113012, arXiv:0710.3199 [hep-ph]."
A316,AGOSTINI,Fang,2018,,,"0νββ-decay nuclear matrix element for light and heavy neutrino mass mechanisms from deformed quasiparticle random-phase approximation calculations for 76 Ge, 82 Se, 130 Te, 136 Xe , and Nd with isospin restoration","Fang, D-L, A. Faessler, and F. Šimkovic (2018), “0νββ-decay nuclear matrix element for light and heavy neutrino mass mechanisms from deformed quasiparticle random-phase approximation calculations for 76 Ge, 82 Se, 130 Te, 136 Xe , and Nd with isospin restoration,” Phys. Rev. C 97, 045503."
A317,AGOSTINI,Fano,1947,,,Ionization Yield of Radiations. 2. The Fluctuations of the Number of Ions,"Fano, U (1947), “Ionization Yield of Radiations. 2. The Fluctuations of the Number of Ions,” Phys. Rev. 72, 26-29."
A318,AGOSTINI,Feinberg,1959,,,Microscopic tests of symmetry principles,"Feinberg, G, and M. Goldhaber (1959a), “Microscopic tests of symmetry principles,” Proceedings of the National Academy of Sciences 45, 1301-1312."
A319,AGOSTINI,Feinberg,1959,,,Microscopic tests of symmetry principles,"Feinberg, G, and M. Goldhaber (1959b), “Microscopic tests of symmetry principles,” Proceedings of the National Academy of Sciences 45 (8), 1301-1312, https://www.pnas.org/content/45/8/1301.full.pdf."
A320,AGOSTINI,Fermi,1934,,,Versuch einer theorie der β-strahlen. i,"Fermi, E (1934), “Versuch einer theorie der β-strahlen. i,” Zeitschrift für Physik A Hadrons and Nuclei 88, 161-177."
A321,AGOSTINI,Fernandes,2011,,,Neutron activation analysis: A primary method of measurement,"Fernandes, R R Greenberg; P Bode; Elisabete A De Nadai (2011), “Neutron activation analysis: A primary method of measurement,” Spectrochimica Acta Part B: Atomic Spectroscopy 66, 193-241."
A322,AGOSTINI,Feruglio,2002,hep-ph/0201291,,Neutrino oscillations and signals in beta and 0nu2beta experiments,"Feruglio, F, A. Strumia, and F. Vissani (2002), “Neutrino oscillations and signals in beta and 0nu2beta experiments,” Nucl. Phys. B 637, 345-377, [Addendum: Nucl.Phys.B 659, 359-362 (2003)], hep-ph/0201291."
A323,AGOSTINI,Feynman,1958,,,Theory of Fermi interaction,"Feynman, R P, and M. Gell-Mann (1958), “Theory of Fermi interaction,” Phys. Rev. 109, 193-198."
A324,AGOSTINI,Finch,2015,,,,"Finch, S W (2015), Double-Beta Decay of 96 Zr and Double- Electron Capture of 156 Dy to Excited Final States, Ph.D. thesis (Duke University)."
A325,AGOSTINI,Fink,2012,1112.5786,,Q-Value and Half-Lives for the Double-Beta-Decay Nuclide 110Pd,"Fink, D, et al. (2012), “Q-Value and Half-Lives for the Double-Beta-Decay Nuclide 110Pd,” Phys. Rev. Lett. 108, 062502, arXiv:1112.5786 [nucl-ex]."
A326,AGOSTINI,Fiorini,1967,,,A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,"Fiorini, E, A. Pullia, G. Bertolini, F. Cappellani, and G. Restelli (1967), “A Search for Lepton Nonconservation in Double Beta Decay With a Germanium Detector,” Meeting of the Italian School of Physics and Weak Interactions Bologna, Italy, April 26-28, 1984, Phys. Lett. 25B, 602- 603, [,662(1967)]."
A327,AGOSTINI,Fiorini,1973,,,Neutrinoless double-beta decay of76Ge,"Fiorini, E, A. Pullia, G. Bertolini, F. Cappellani, and G. Restelli (1973), “Neutrinoless double-beta decay of76Ge,” Nuovo Cimento A Serie 13 (3), 747-763."
A328,AGOSTINI,Fireman,1948,,,Double Beta Decay,"Fireman, E L (1948), “Double Beta Decay,” Phys. Rev. 74, 1238."
A329,AGOSTINI,Fireman,1949,,,A measurement of the half-life of double beta-decay from (50)Sn-124,"Fireman, E L (1949), “A measurement of the half-life of double beta-decay from (50)Sn-124,” Phys. Rev. 75, 323-324."
A330,AGOSTINI,Fireman,1952,,,A re-investigation of the double beta-decay from Sn-124,"Fireman, E L, and D. Schwarzer (1952), “A re-investigation of the double beta-decay from Sn-124,” Phys. Rev. 86, 451- 453."
